SalesId,Date,RouteId,AirlineId,BookingsBusinessClass,UnitPriceBusinessClass(dollars),BookingsPremiumEconomyClass,UnitPricePremiumEconomyClass(dollars),BookingsEconomyClass,UnitPriceEconomyClass(dollars),Total
sales087,31-03-2020,r008,AA,4,124.08,44,117.08,28,115.08,8870.08
sales087,31-03-2020,r008,G4,1,124.08,25,117.08,36,115.08,7193.96
sales088,01-04-2020,r003,WN,1,590.16,42,583.16,26,581.16,40193.04
sales088,01-04-2020,r019,G4,1,1007.6,38,1000.6,18,998.6,57005.2
sales088,01-04-2020,r006,WN,1,1534,36,1527,31,1525,103781
sales088,01-04-2020,r018,AA,4,469.52,24,462.52,29,460.52,26333.64
sales089,02-04-2020,r014,G4,1,302.32,27,295.32,7,293.32,10329.2
sales089,02-04-2020,r015,G4,1,1589.68,28,1582.68,30,1580.68,93325.12
sales089,02-04-2020,r013,WN,1,108.08,51,101.08,12,99.08,6452.12
sales089,02-04-2020,r014,AA,6,302.32,32,295.32,36,293.32,21823.68
sales090,03-04-2020,r006,WN,1,1534,42,1527,16,1525,90068
sales090,03-04-2020,r011,AA,7,176.4,32,169.4,46,167.4,14356
sales090,03-04-2020,r020,G4,1,368.56,13,361.56,24,359.56,13698.28
sales090,03-04-2020,r002,AA,4,187.44,2,180.44,27,178.44,5928.52
sales091,04-04-2020,r017,WN,1,1678.48,4,1671.48,16,1669.48,35076.08
sales091,04-04-2020,r006,AA,4,677.04,24,670.04,28,668.04,37494.24
sales091,04-04-2020,r023,WN,1,590.16,25,583.16,18,581.16,25630.04
sales091,04-04-2020,r005,AA,1,1534,50,1527,24,1525,114484
sales092,05-04-2020,r010,UA,3,613.52,44,606.52,38,604.52,51499.2
sales092,05-04-2020,r004,WN,8,932,20,925,128,923,144100
sales092,05-04-2020,r005,AA,3,1534,38,1527,11,1525,79403
sales092,05-04-2020,r002,G4,1,642.96,7,635.96,18,633.96,16505.96
sales093,06-04-2020,r023,WN,1,590.16,25,583.16,18,581.16,25630.04
sales093,06-04-2020,r024,G4,1,932,17,925,28,923,42501
sales093,06-04-2020,r017,WN,1,1678.48,38,1671.48,43,1669.48,136982.36
sales093,06-04-2020,r013,UA,13,108.08,4,101.08,32,99.08,4979.92
sales094,07-04-2020,r020,UA,23,900.72,19,893.72,19,891.72,54639.92
sales094,07-04-2020,r016,UA,7,1906.16,20,1899.16,128,1897.16,294162.8
sales094,07-04-2020,r007,WN,1,58.8,6,51.8,18,49.8,1266
sales094,07-04-2020,r024,G4,1,932,1,925,22,923,22163
sales095,08-04-2020,r023,G4,1,590.16,18,583.16,39,581.16,33752.28
sales095,08-04-2020,r007,UA,22,58.8,26,51.8,42,49.8,4732
sales095,08-04-2020,r002,AA,2,187.44,50,180.44,34,178.44,15463.84
sales095,08-04-2020,r001,G4,1,368.56,2,361.56,45,359.56,17271.88
sales096,09-04-2020,r004,AA,6,1687.92,7,1680.92,21,1678.92,57151.28
sales096,09-04-2020,r015,WN,1,1589.68,41,1582.68,34,1580.68,120222.68
sales096,09-04-2020,r013,UA,16,108.08,20,101.08,36,99.08,7317.76
sales096,09-04-2020,r007,WN,1,58.8,40,51.8,45,49.8,4371.8
sales097,10-04-2020,r021,G4,1,900.72,49,893.72,41,891.72,81253.52
sales097,10-04-2020,r010,G4,1,613.52,39,606.52,9,604.52,29708.48
sales097,10-04-2020,r004,G4,1,187.44,47,180.44,8,178.44,10095.64
sales097,10-04-2020,r013,WN,1,108.08,34,101.08,39,99.08,7408.92
sales098,11-04-2020,r019,WN,1,1007.6,7,1000.6,42,998.6,49953
sales098,11-04-2020,r022,G4,1,642.96,8,635.96,39,633.96,30455.08
sales098,11-04-2020,r013,WN,1,108.08,37,101.08,32,99.08,7018.6
sales098,11-04-2020,r023,UA,11,162.8,2,155.8,30,153.8,6716.4
sales099,12-04-2020,r004,WN,1,932,46,925,41,923,81325
sales099,12-04-2020,r005,G4,1,1687.92,30,1680.92,32,1678.92,105840.96
sales099,12-04-2020,r002,AA,8,187.44,20,180.44,24,178.44,9390.88
sales099,12-04-2020,r015,UA,10,1589.68,37,1582.68,43,1580.68,142425.2
sales100,13-04-2020,r001,AA,5,932,40,925,34,923,73042
sales100,13-04-2020,r020,WN,2,368.56,20,361.56,34,359.56,20193.36
sales100,13-04-2020,r002,WN,7,900.72,20,893.72,100,891.72,113351.44
sales100,13-04-2020,r007,G4,1,58.8,47,51.8,39,49.8,4435.6
sales101,14-04-2020,r015,UA,10,1589.68,37,1582.68,43,1580.68,142425.2
sales101,14-04-2020,r020,WN,1,368.56,32,361.56,7,359.56,14455.4
sales101,14-04-2020,r005,AA,1,1534,44,1527,38,1525,126672
sales101,14-04-2020,r016,WN,1,1906.16,34,1899.16,29,1897.16,121495.24
sales102,15-04-2020,r023,G4,1,590.16,21,583.16,25,581.16,27365.52
sales102,15-04-2020,r007,G4,1,58.8,47,51.8,39,49.8,4435.6
sales102,15-04-2020,r015,AA,2,1589.68,21,1582.68,46,1580.68,109126.92
sales102,15-04-2020,r005,G4,1,1687.92,6,1680.92,8,1678.92,25204.8
sales103,16-04-2020,r011,UA,26,176.4,30,169.4,46,167.4,17368.8
sales103,16-04-2020,r017,WN,1,1678.48,23,1671.48,37,1669.48,101893.28
sales103,16-04-2020,r022,AA,6,187.44,46,180.44,30,178.44,14778.08
sales103,16-04-2020,r022,G4,1,642.96,27,635.96,38,633.96,41904.36
sales104,17-04-2020,r023,UA,14,162.8,18,155.8,34,153.8,10312.8
sales104,17-04-2020,r024,AA,1,677.04,36,670.04,20,668.04,38159.28
sales104,17-04-2020,r006,G4,1,677.04,16,670.04,8,668.04,16742
sales104,17-04-2020,r013,AA,1,108.08,7,101.08,32,99.08,3986.2
sales105,18-04-2020,r021,AA,1,631.28,39,624.28,23,622.28,39290.64
sales105,18-04-2020,r021,WN,1,900.72,18,893.72,23,891.72,37497.24
sales105,18-04-2020,r020,G4,1,368.56,37,361.56,7,359.56,16263.2
sales105,18-04-2020,r015,AA,1,1589.68,36,1582.68,9,1580.68,72792.28
sales106,19-04-2020,r022,WN,2,642.96,7,635.96,32,633.96,26024.36
sales106,19-04-2020,r018,AA,8,469.52,9,462.52,23,460.52,18510.8
sales106,19-04-2020,r019,WN,1,1007.6,45,1000.6,6,998.6,52026.2
sales106,19-04-2020,r008,WN,1,124.08,2,117.08,37,115.08,4616.2
sales107,20-04-2020,r007,UA,22,58.8,26,51.8,42,49.8,4732
sales107,20-04-2020,r021,WN,1,900.72,24,893.72,8,891.72,29483.76
sales107,20-04-2020,r017,UA,24,1678.48,51,1671.48,16,1669.48,152240.68
sales107,20-04-2020,r007,WN,1,58.8,40,51.8,45,49.8,4371.8
sales108,21-04-2020,r002,UA,17,187.44,13,180.44,13,178.44,7851.92
sales108,21-04-2020,r020,WN,2,368.56,20,361.56,34,359.56,20193.36
sales108,21-04-2020,r018,UA,5,469.52,29,462.52,29,460.52,29115.76
sales108,21-04-2020,r019,UA,6,1007.6,38,1000.6,13,998.6,57050.2
sales109,22-04-2020,r013,WN,1,108.08,28,101.08,13,99.08,4226.36
sales109,22-04-2020,r013,G4,1,108.08,38,101.08,40,99.08,7912.32
sales109,22-04-2020,r002,WN,4,900.72,11,893.72,36,891.72,45535.72
sales109,22-04-2020,r011,UA,6,176.4,33,169.4,39,167.4,13177.2
sales110,23-04-2020,r017,WN,1,1678.48,38,1671.48,43,1669.48,136982.36
sales110,23-04-2020,r008,UA,19,124.08,6,117.08,41,115.08,7778.28
sales110,23-04-2020,r021,WN,1,900.72,8,893.72,20,891.72,25884.88
sales110,23-04-2020,r001,AA,5,932,40,925,34,923,73042
sales111,24-04-2020,r002,AA,2,187.44,44,180.44,7,178.44,9563.32
sales111,24-04-2020,r017,UA,26,1678.48,22,1671.48,22,1669.48,117141.6
sales111,24-04-2020,r003,WN,1,590.16,29,583.16,22,581.16,30287.32
sales111,24-04-2020,r008,WN,1,124.08,44,117.08,19,115.08,7462.12
sales112,25-04-2020,r013,UA,7,108.08,20,101.08,100,99.08,12686.16
sales112,25-04-2020,r024,G4,1,932,17,925,28,923,42501
sales112,25-04-2020,r003,UA,18,162.8,22,155.8,38,153.8,12202.4
sales112,25-04-2020,r007,AA,3,58.8,28,51.8,42,49.8,3718.4
sales113,26-04-2020,r011,G4,1,176.4,51,169.4,43,167.4,16014
sales113,26-04-2020,r021,WN,1,900.72,48,893.72,32,891.72,72334.32
sales113,26-04-2020,r011,UA,23,176.4,14,169.4,42,167.4,13459.6
sales113,26-04-2020,r004,G4,1,187.44,26,180.44,18,178.44,8090.8
sales114,27-04-2020,r024,WN,2,631.28,24,624.28,38,622.28,39891.92
sales114,27-04-2020,r009,WN,2,242,36,235,20,233,13604
sales114,27-04-2020,r024,G4,1,932,43,925,45,923,82242
sales114,27-04-2020,r013,UA,13,108.08,4,101.08,32,99.08,4979.92
sales115,28-04-2020,r018,WN,1,469.52,48,462.52,43,460.52,42472.84
sales115,28-04-2020,r019,G4,1,1007.6,32,1000.6,34,998.6,66979.2
sales115,28-04-2020,r022,G4,1,642.96,27,635.96,38,633.96,41904.36
sales115,28-04-2020,r022,WN,1,642.96,1,635.96,6,633.96,5082.68
sales116,29-04-2020,r012,AA,6,780.24,15,773.24,29,771.24,38646
sales116,29-04-2020,r007,UA,26,58.8,2,51.8,18,49.8,2528.8
sales116,29-04-2020,r003,WN,1,590.16,9,583.16,25,581.16,20367.6
sales116,29-04-2020,r021,G4,1,900.72,22,893.72,24,891.72,41963.84
sales117,30-04-2020,r016,WN,1,1906.16,1,1899.16,27,1897.16,55028.64
sales117,30-04-2020,r010,WN,1,613.52,34,606.52,9,604.52,26675.88
sales117,30-04-2020,r014,G4,1,302.32,45,295.32,6,293.32,15351.64
sales117,30-04-2020,r014,UA,3,302.32,24,295.32,18,293.32,13274.4
sales118,01-05-2020,r012,G4,1,780.24,29,773.24,40,771.24,54053.8
sales118,01-05-2020,r023,WN,1,590.16,32,583.16,37,581.16,40754.2
sales118,01-05-2020,r016,WN,1,1906.16,34,1899.16,29,1897.16,121495.24
sales118,01-05-2020,r011,UA,7,176.4,20,169.4,125,167.4,25547.8
sales119,02-05-2020,r001,WN,1,1007.6,15,1000.6,8,998.6,24005.4
sales119,02-05-2020,r001,AA,8,932,20,925,128,923,144100
sales119,02-05-2020,r012,AA,8,780.24,48,773.24,32,771.24,68037.12
sales119,02-05-2020,r012,G4,1,780.24,29,773.24,40,771.24,54053.8
sales120,03-05-2020,r002,G4,1,642.96,31,635.96,42,633.96,46984.04
sales120,03-05-2020,r023,UA,11,162.8,2,155.8,30,153.8,6716.4
sales120,03-05-2020,r003,UA,11,162.8,30,155.8,17,153.8,9079.4
sales120,03-05-2020,r002,G4,1,642.96,7,635.96,18,633.96,16505.96
sales121,04-05-2020,r024,AA,2,677.04,3,670.04,17,668.04,14720.88
sales121,04-05-2020,r003,WN,1,590.16,5,583.16,39,581.16,26171.2
sales121,04-05-2020,r011,UA,23,176.4,14,169.4,42,167.4,13459.6
sales121,04-05-2020,r004,AA,8,1687.92,34,1680.92,38,1678.92,134453.6
sales122,05-05-2020,r014,WN,1,302.32,23,295.32,7,293.32,9147.92
sales122,05-05-2020,r018,WN,1,469.52,30,462.52,44,460.52,34608
sales122,05-05-2020,r010,G4,1,613.52,15,606.52,26,604.52,25428.84
sales122,05-05-2020,r017,AA,1,1678.48,5,1671.48,9,1669.48,25061.2
sales123,06-05-2020,r007,WN,1,58.8,40,51.8,45,49.8,4371.8
sales123,06-05-2020,r022,UA,21,932,8,925,43,923,66661
sales123,06-05-2020,r019,WN,1,1007.6,28,1000.6,33,998.6,61978.2
sales123,06-05-2020,r023,G4,1,590.16,12,583.16,14,581.16,15724.32
sales124,07-05-2020,r018,UA,5,469.52,29,462.52,29,460.52,29115.76
sales124,07-05-2020,r012,WN,1,780.24,36,773.24,10,771.24,36329.28
sales124,07-05-2020,r008,WN,1,124.08,20,117.08,36,115.08,6608.56
sales124,07-05-2020,r002,UA,17,187.44,13,180.44,13,178.44,7851.92
sales125,08-05-2020,r008,UA,11,124.08,7,117.08,7,115.08,2990
sales125,08-05-2020,r010,WN,1,613.52,43,606.52,27,604.52,43015.92
sales125,08-05-2020,r009,UA,2,242,37,235,31,233,16402
sales125,08-05-2020,r004,AA,8,1687.92,34,1680.92,38,1678.92,134453.6
sales126,09-05-2020,r016,AA,6,1906.16,4,1899.16,29,1897.16,74051.24
sales126,09-05-2020,r024,UA,3,1534,22,1527,16,1525,62596
sales126,09-05-2020,r011,WN,1,176.4,10,169.4,22,167.4,5553.2
sales126,09-05-2020,r013,WN,1,108.08,34,101.08,39,99.08,7408.92
sales127,10-05-2020,r017,WN,1,1678.48,38,1671.48,43,1669.48,136982.36
sales127,10-05-2020,r003,AA,7,162.8,24,155.8,38,153.8,10723.2
sales127,10-05-2020,r005,WN,7,162.8,19,155.8,125,153.8,23324.8
sales127,10-05-2020,r007,AA,7,58.8,34,51.8,28,49.8,3567.2
sales128,11-05-2020,r006,WN,1,1534,9,1527,14,1525,36627
sales128,11-05-2020,r001,WN,3,1007.6,4,1000.6,29,998.6,35984.6
sales128,11-05-2020,r017,UA,20,1678.48,24,1671.48,40,1669.48,140464.32
sales128,11-05-2020,r021,AA,5,631.28,9,624.28,13,622.28,16864.56
sales129,12-05-2020,r001,G4,1,368.56,2,361.56,45,359.56,17271.88
sales129,12-05-2020,r020,WN,1,368.56,17,361.56,42,359.56,21616.6
sales129,12-05-2020,r017,AA,5,1678.48,32,1671.48,26,1669.48,105286.24
sales129,12-05-2020,r009,UA,7,242,19,235,128,233,35983
sales130,13-05-2020,r024,G4,1,932,43,925,45,923,82242
sales130,13-05-2020,r016,AA,3,1906.16,7,1899.16,22,1897.16,60750.12
sales130,13-05-2020,r018,UA,5,469.52,29,462.52,29,460.52,29115.76
sales130,13-05-2020,r003,UA,15,162.8,6,155.8,34,153.8,8606
sales131,14-05-2020,r008,WN,1,124.08,50,117.08,45,115.08,11156.68
sales131,14-05-2020,r009,G4,1,242,34,235,36,233,16620
sales131,14-05-2020,r018,WN,1,469.52,18,462.52,34,460.52,24452.56
sales131,14-05-2020,r001,WN,1,1007.6,22,1000.6,27,998.6,49983
sales132,15-05-2020,r019,UA,14,1007.6,41,1000.6,6,998.6,61122.6
sales132,15-05-2020,r019,AA,5,368.56,40,361.56,13,359.56,20979.48
sales132,15-05-2020,r006,G4,1,677.04,19,670.04,40,668.04,40129.4
sales132,15-05-2020,r007,AA,2,58.8,13,51.8,38,49.8,2683.4
sales133,16-05-2020,r009,UA,5,242,24,235,11,233,9413
sales133,16-05-2020,r024,WN,1,631.28,36,624.28,11,622.28,29950.44
sales133,16-05-2020,r004,G4,1,187.44,47,180.44,8,178.44,10095.64
sales133,16-05-2020,r014,WN,1,302.32,44,295.32,39,293.32,24735.88
sales134,17-05-2020,r017,WN,1,1678.48,31,1671.48,24,1669.48,93561.88
sales134,17-05-2020,r004,WN,1,932,1,925,26,923,25855
sales134,17-05-2020,r019,WN,1,1007.6,46,1000.6,31,998.6,77991.8
sales134,17-05-2020,r010,AA,2,613.52,7,606.52,42,604.52,30862.52
sales135,18-05-2020,r019,UA,7,1007.6,49,1000.6,26,998.6,82046.2
sales135,18-05-2020,r015,UA,8,1589.68,32,1582.68,32,1580.68,113944.96
sales135,18-05-2020,r002,AA,2,187.44,50,180.44,34,178.44,15463.84
sales135,18-05-2020,r018,AA,4,469.52,24,462.52,29,460.52,26333.64
sales136,19-05-2020,r003,G4,1,631.28,22,624.28,43,622.28,41123.48
sales136,19-05-2020,r017,G4,1,1678.48,45,1671.48,37,1669.48,138665.84
sales136,19-05-2020,r019,WN,2,1007.6,10,1000.6,35,998.6,46972.2
sales136,19-05-2020,r021,UA,5,590.16,7,583.16,13,581.16,14588
sales137,20-05-2020,r003,UA,18,162.8,22,155.8,38,153.8,12202.4
sales137,20-05-2020,r005,WN,1,162.8,50,155.8,15,153.8,10259.8
sales137,20-05-2020,r014,G4,1,302.32,27,295.32,7,293.32,10329.2
sales137,20-05-2020,r018,AA,2,469.52,36,462.52,40,460.52,36010.56
sales138,21-05-2020,r006,WN,1,1534,39,1527,23,1525,96162
sales138,21-05-2020,r024,G4,1,932,22,925,14,923,34204
sales138,21-05-2020,r022,AA,6,187.44,46,180.44,30,178.44,14778.08
sales138,21-05-2020,r022,WN,1,642.96,28,635.96,23,633.96,33030.92
sales139,22-05-2020,r006,G4,1,677.04,19,670.04,40,668.04,40129.4
sales139,22-05-2020,r023,AA,1,1687.92,44,1680.92,17,1678.92,104190.04
sales139,22-05-2020,r011,AA,3,176.4,38,169.4,32,167.4,12323.2
sales139,22-05-2020,r007,UA,22,58.8,26,51.8,42,49.8,4732
sales140,23-05-2020,r024,AA,2,677.04,42,670.04,6,668.04,33504
sales140,23-05-2020,r004,WN,1,932,1,925,26,923,25855
sales140,23-05-2020,r015,UA,8,1589.68,32,1582.68,32,1580.68,113944.96
sales140,23-05-2020,r015,G4,1,1589.68,37,1582.68,7,1580.68,71213.6
sales141,24-05-2020,r022,AA,6,187.44,40,180.44,44,178.44,16193.6
sales141,24-05-2020,r014,G4,1,302.32,51,295.32,31,293.32,24456.56
sales141,24-05-2020,r021,WN,2,900.72,27,893.72,41,891.72,62492.4
sales141,24-05-2020,r001,G4,1,368.56,5,361.56,36,359.56,15120.52
sales142,25-05-2020,r005,UA,13,1534,15,1527,21,1525,74872
sales142,25-05-2020,r016,UA,2,1906.16,38,1899.16,32,1897.16,136689.52
sales142,25-05-2020,r002,WN,7,900.72,20,893.72,100,891.72,113351.44
sales142,25-05-2020,r013,WN,2,108.08,40,101.08,24,99.08,6637.28
sales143,26-05-2020,r021,WN,1,900.72,24,893.72,8,891.72,29483.76
sales143,26-05-2020,r017,UA,6,1678.48,21,1671.48,15,1669.48,70214.16
sales143,26-05-2020,r006,WN,1,1534,30,1527,46,1525,117494
sales143,26-05-2020,r016,G4,1,1906.16,20,1899.16,24,1897.16,85421.2
sales144,27-05-2020,r008,G4,1,124.08,30,117.08,22,115.08,6168.24
sales144,27-05-2020,r014,UA,1,302.32,25,295.32,25,293.32,15018.32
sales144,27-05-2020,r006,UA,7,677.04,20,670.04,125,668.04,101645.08
sales144,27-05-2020,r021,WN,1,900.72,42,893.72,7,891.72,44679
sales145,28-05-2020,r008,G4,8,124.08,20,117.08,128,115.08,18064.48
sales145,28-05-2020,r001,UA,8,631.28,35,624.28,41,622.28,52413.52
sales145,28-05-2020,r011,WN,1,176.4,50,169.4,34,167.4,14338
sales145,28-05-2020,r011,UA,7,176.4,20,169.4,125,167.4,25547.8
sales146,29-05-2020,r009,G4,1,242,34,235,36,233,16620
sales146,29-05-2020,r013,WN,2,108.08,43,101.08,17,99.08,6246.96
sales146,29-05-2020,r023,AA,7,1687.92,5,1680.92,30,1678.92,70587.64
sales146,29-05-2020,r017,UA,17,1678.48,8,1671.48,36,1669.48,102007.28
sales147,30-05-2020,r022,WN,1,642.96,1,635.96,6,633.96,5082.68
sales147,30-05-2020,r023,G4,1,590.16,36,583.16,38,581.16,43668
sales147,30-05-2020,r006,WN,1,1534,3,1527,29,1525,50340
sales147,30-05-2020,r020,UA,3,900.72,18,893.72,12,891.72,29489.76
sales148,31-05-2020,r011,WN,1,176.4,37,169.4,30,167.4,11466.2
sales148,31-05-2020,r004,G4,1,187.44,47,180.44,8,178.44,10095.64
sales148,31-05-2020,r013,UA,26,108.08,41,101.08,35,99.08,10422.16
sales148,31-05-2020,r015,WN,2,1589.68,33,1582.68,7,1580.68,66472.56
sales149,01-06-2020,r010,WN,1,613.52,43,606.52,27,604.52,43015.92
sales149,01-06-2020,r014,WN,1,302.32,38,295.32,13,293.32,15337.64
sales149,01-06-2020,r018,G4,1,469.52,49,462.52,10,460.52,27738.2
sales149,01-06-2020,r001,WN,1,1007.6,39,1000.6,32,998.6,71986.2
sales150,02-06-2020,r013,WN,1,108.08,37,101.08,32,99.08,7018.6
sales150,02-06-2020,r003,UA,3,162.8,19,155.8,13,153.8,5448
sales150,02-06-2020,r020,WN,1,368.56,17,361.56,42,359.56,21616.6
sales150,02-06-2020,r008,UA,11,124.08,7,117.08,7,115.08,2990
sales151,03-06-2020,r016,AA,4,1906.16,46,1899.16,9,1897.16,112060.44
sales151,03-06-2020,r001,UA,8,631.28,35,624.28,41,622.28,52413.52
sales151,03-06-2020,r016,AA,4,1906.16,1,1899.16,36,1897.16,77821.56
sales151,03-06-2020,r002,G4,1,642.96,31,635.96,42,633.96,46984.04
sales152,04-06-2020,r002,WN,1,900.72,26,893.72,42,891.72,61589.68
sales152,04-06-2020,r013,AA,1,108.08,7,101.08,32,99.08,3986.2
sales152,04-06-2020,r002,WN,1,900.72,26,893.72,42,891.72,61589.68
sales152,04-06-2020,r010,AA,7,613.52,34,606.52,18,604.52,35797.68
sales153,05-06-2020,r021,G4,1,900.72,49,893.72,41,891.72,81253.52
sales153,05-06-2020,r004,WN,8,932,20,925,128,923,144100
sales153,05-06-2020,r005,UA,14,1534,10,1527,10,1525,51996
sales153,05-06-2020,r008,AA,4,124.08,38,117.08,42,115.08,9778.72
sales154,06-06-2020,r011,WN,1,176.4,38,169.4,23,167.4,10463.8
sales154,06-06-2020,r021,WN,1,900.72,35,893.72,28,891.72,57149.08
sales154,06-06-2020,r002,AA,2,187.44,50,180.44,34,178.44,15463.84
sales154,06-06-2020,r006,AA,6,677.04,3,670.04,38,668.04,31457.88
sales155,07-06-2020,r019,UA,10,1007.6,14,1000.6,30,998.6,54042.4
sales155,07-06-2020,r024,G4,1,932,41,925,11,923,49010
sales155,07-06-2020,r021,UA,5,590.16,7,583.16,13,581.16,14588
sales155,07-06-2020,r021,AA,4,631.28,15,624.28,40,622.28,36780.52
sales156,08-06-2020,r017,UA,1,1678.48,3,1671.48,9,1669.48,21718.24
sales156,08-06-2020,r020,WN,1,368.56,17,361.56,42,359.56,21616.6
sales156,08-06-2020,r018,WN,1,469.52,15,462.52,41,460.52,26288.64
sales156,08-06-2020,r014,WN,1,302.32,20,295.32,15,293.32,10608.52
sales157,09-06-2020,r003,WN,1,590.16,5,583.16,39,581.16,26171.2
sales157,09-06-2020,r008,WN,1,124.08,17,117.08,43,115.08,7062.88
sales157,09-06-2020,r006,AA,6,677.04,48,670.04,11,668.04,43572.6
sales157,09-06-2020,r004,WN,1,932,16,925,32,923,45268
sales158,10-06-2020,r017,AA,7,1678.48,50,1671.48,23,1669.48,133721.4
sales158,10-06-2020,r008,UA,11,124.08,7,117.08,7,115.08,2990
sales158,10-06-2020,r018,WN,1,469.52,30,462.52,44,460.52,34608
sales158,10-06-2020,r008,G4,1,124.08,33,117.08,13,115.08,5483.76
sales159,11-06-2020,r015,AA,7,1589.68,48,1582.68,22,1580.68,121871.36
sales159,11-06-2020,r005,UA,8,1534,12,1527,28,1525,73296
sales159,11-06-2020,r005,AA,1,1534,44,1527,38,1525,126672
sales159,11-06-2020,r001,UA,9,631.28,11,624.28,17,622.28,23127.36
sales160,12-06-2020,r023,WN,1,590.16,14,583.16,39,581.16,31419.64
sales160,12-06-2020,r010,AA,2,613.52,28,606.52,32,604.52,37554.24
sales160,12-06-2020,r022,UA,21,932,8,925,43,923,66661
sales160,12-06-2020,r011,WN,1,176.4,44,169.4,9,167.4,9136.6
sales161,13-06-2020,r024,G4,1,932,4,925,8,923,12016
sales161,13-06-2020,r007,G4,1,58.8,5,51.8,9,49.8,766
sales161,13-06-2020,r005,UA,13,1534,15,1527,21,1525,74872
sales161,13-06-2020,r009,G4,1,242,13,235,44,233,13549
sales162,14-06-2020,r016,WN,1,1906.16,7,1899.16,12,1897.16,37966.2
sales162,14-06-2020,r016,WN,1,1906.16,28,1899.16,44,1897.16,138557.68
sales162,14-06-2020,r008,AA,6,124.08,47,117.08,21,115.08,8663.92
sales162,14-06-2020,r007,UA,19,58.8,10,51.8,38,49.8,3527.6
sales163,15-06-2020,r015,AA,3,1589.68,15,1582.68,19,1580.68,58542.16
sales163,15-06-2020,r013,G4,1,108.08,38,101.08,40,99.08,7912.32
sales163,15-06-2020,r024,WN,1,631.28,42,624.28,37,622.28,49875.4
sales163,15-06-2020,r006,AA,6,677.04,3,670.04,38,668.04,31457.88
sales164,16-06-2020,r001,AA,8,932,20,925,128,923,144100
sales164,16-06-2020,r002,AA,7,187.44,26,180.44,10,178.44,7787.92
sales164,16-06-2020,r011,UA,7,176.4,9,169.4,15,167.4,5270.4
sales164,16-06-2020,r012,AA,8,780.24,48,773.24,32,771.24,68037.12
sales165,17-06-2020,r014,WN,1,302.32,47,295.32,31,293.32,23275.28
sales165,17-06-2020,r004,WN,1,932,40,925,15,923,51777
sales165,17-06-2020,r008,G4,1,124.08,1,117.08,12,115.08,1622.12
sales165,17-06-2020,r018,AA,4,469.52,24,462.52,29,460.52,26333.64
sales166,18-06-2020,r011,WN,1,176.4,13,169.4,6,167.4,3383
sales166,18-06-2020,r022,G4,1,642.96,27,635.96,38,633.96,41904.36
sales166,18-06-2020,r005,UA,14,1534,10,1527,10,1525,51996
sales166,18-06-2020,r002,AA,8,187.44,17,180.44,31,178.44,10098.64
sales167,19-06-2020,r022,AA,6,187.44,46,180.44,30,178.44,14778.08
sales167,19-06-2020,r004,UA,7,1687.92,20,1680.92,126,1678.92,256977.76
sales167,19-06-2020,r006,AA,6,677.04,3,670.04,38,668.04,31457.88
sales167,19-06-2020,r016,G4,1,1906.16,33,1899.16,44,1897.16,148053.48
sales168,20-06-2020,r001,WN,1,1007.6,15,1000.6,8,998.6,24005.4
sales168,20-06-2020,r017,UA,24,1678.48,51,1671.48,16,1669.48,152240.68
sales168,20-06-2020,r011,WN,1,176.4,10,169.4,22,167.4,5553.2
sales168,20-06-2020,r022,WN,1,642.96,22,635.96,38,633.96,38724.56
sales169,21-06-2020,r021,UA,21,590.16,12,583.16,40,581.16,42637.68
sales169,21-06-2020,r013,WN,1,108.08,3,101.08,37,99.08,4077.28
sales169,21-06-2020,r009,UA,7,242,19,235,128,233,35983
sales169,21-06-2020,r022,AA,6,187.44,40,180.44,44,178.44,16193.6
sales170,22-06-2020,r001,WN,1,1007.6,40,1000.6,25,998.6,65996.6
sales170,22-06-2020,r011,WN,1,176.4,20,169.4,25,167.4,7749.4
sales170,22-06-2020,r003,UA,11,162.8,30,155.8,17,153.8,9079.4
sales170,22-06-2020,r022,WN,7,642.96,20,635.96,125,633.96,96464.92
sales171,23-06-2020,r024,WN,1,631.28,21,624.28,46,622.28,42366.04
sales171,23-06-2020,r016,WN,1,1906.16,1,1899.16,27,1897.16,55028.64
sales171,23-06-2020,r021,AA,5,631.28,30,624.28,44,622.28,49265.12
sales171,23-06-2020,r015,WN,1,1589.68,48,1582.68,13,1580.68,98107.16
sales172,24-06-2020,r007,UA,3,58.8,5,51.8,11,49.8,983.2
sales172,24-06-2020,r012,WN,2,780.24,33,773.24,17,771.24,40188.48
sales172,24-06-2020,r015,UA,2,1589.68,34,1582.68,9,1580.68,71216.6
sales172,24-06-2020,r001,AA,1,932,34,925,7,923,38843
sales173,25-06-2020,r022,UA,13,932,9,925,9,923,28748
sales173,25-06-2020,r014,WN,1,302.32,11,295.32,37,293.32,14403.68
sales173,25-06-2020,r014,WN,1,302.32,44,295.32,39,293.32,24735.88
sales173,25-06-2020,r003,UA,22,162.8,49,155.8,14,153.8,13369
sales174,26-06-2020,r009,UA,16,242,43,235,8,233,15841
sales174,26-06-2020,r024,UA,27,1534,23,1527,23,1525,111614
sales174,26-06-2020,r010,WN,1,613.52,46,606.52,20,604.52,40603.84
sales174,26-06-2020,r015,G4,8,1589.68,20,1582.68,128,1580.68,246698.08
sales175,27-06-2020,r019,WN,1,1007.6,21,1000.6,14,998.6,36000.6
sales175,27-06-2020,r018,AA,2,469.52,36,462.52,40,460.52,36010.56
