Class,edge_purchases,ep,ep2,id,n_purchases,solo_purchases
2,5913,0.7977562677429285,0.9988573605027614,60504913,29237,23324
1,33,0.32653061224489793,0.75,79976680,49,16
1,43,0.4027777777777778,0.9230769230769231,79976694,72,29
2,708,0.5798219584569733,0.9846153846153847,73321465,1685,977
1,713,0.25806451612903225,0.5988620199146515,80121116,961,248
1,1544,0.4010861132660978,0.9044776119402985,67552653,2578,1034
1,874,0.332824427480916,0.8137254901960784,68532492,1310,436
1,594,0.31724137931034485,0.7533206831119544,68532520,870,276
1,711,0.3763157894736842,0.843558282208589,68532695,1140,429
1,631,0.35348360655737704,0.8256227758007118,69184150,976,345
1,3439,0.334816247582205,0.7886661717396684,68545645,5170,1731
0,2318,0.15060461707585196,0.3172652804032766,67299561,2729,411
0,4,0.3333333333333333,0.16666666666666666,65899624,6,2
1,2685,0.28112449799196787,0.6515580736543909,69586412,3735,1050
1,363,0.3826530612244898,0.883551673944687,69607321,588,225
0,1263,0.18463524854744998,0.3451367099955177,70040866,1549,286
0,737,0.1625,0.2648963730569948,68535516,880,143
1,400,0.29328621908127206,0.5980392156862745,80127537,566,166
0,7936,0.13485228387659434,0.19245434477222556,65915906,9173,1237
0,626,0.15519568151147098,0.20309477756286268,68645024,741,115
0,1029,0.16409423233143786,0.262916939175932,68539940,1231,202
0,925,0.1935483870967742,0.3671625929861849,67154640,1147,222
0,573,0.2225237449118046,0.4105960264900662,74708760,737,164
0,1172,0.14763636363636365,0.20440251572327045,68544105,1375,203
1,912,0.2990007686395081,0.6406533575317604,67995256,1301,389
0,5124,0.12185089974293059,0.1420534458509142,67706562,5835,711
0,3205,0.20412217531661286,0.359518754423213,67706653,4027,822
1,1401,0.2684073107049608,0.6061439706556625,78045842,1915,514
1,251,0.3693467336683417,0.856929955290611,70760921,398,147
0,2858,0.22798487304159915,0.3953565505804312,70641235,3702,844
0,790,0.16046758767268862,0.23619371282922685,68533955,941,151
1,766,0.3203194321206744,0.7750449910017997,82016324,1127,361
1,452,0.26742301458670986,0.6057585825027686,67551722,617,165
0,929,0.18580192813321647,0.329319686935581,67556496,1141,212
2,2273,0.5922869955156951,0.977982385908727,70110152,5575,3302
1,1585,0.27954545454545454,0.5392670157068062,80127527,2200,615
0,386,0.12669683257918551,0.19101123595505617,68018020,442,56
1,86,0.3064516129032258,0.7475728155339806,70420462,124,38
0,2623,0.0851063829787234,0.09479305740987984,70617855,2867,244
0,666,0.06853146853146853,0.06205250596658711,70643195,715,49
1,561,0.4505386875612145,0.9186652763295099,68258351,1021,460
1,1645,0.26758682101513803,0.6448129579637486,70614530,2246,601
0,1201,0.17058011049723756,0.33120476798637716,67717580,1448,247
1,11036,0.3522713933560277,0.7895543353339293,67755345,17038,6002
1,6914,0.40662547202197047,0.8813897194930941,71255604,11652,4738
1,2111,0.29562896229562896,0.7078413563427187,70626983,2997,886
0,4855,0.1878554700568752,0.2862490641377589,70641375,5978,1123
0,538,0.24649859943977592,0.46685472496473907,70644805,714,176
1,672,0.34757281553398056,0.82109375,63445382,1030,358
0,1371,0.09683794466403162,0.11150175791059769,68553653,1518,147
0,1196,0.1021021021021021,0.13933547695605572,70617680,1332,136
1,1707,0.2925818483215914,0.6924947880472551,64410290,2413,706
1,949,0.3464187327823691,0.8107928047968022,63445305,1452,503
1,951,0.343232044198895,0.8097165991902834,63445326,1448,497
0,3060,0.13559322033898305,0.242451967063129,68155892,3540,480
1,3633,0.24922504649721017,0.5207715133531158,82204815,4839,1206
1,508,0.30506155950752395,0.715261958997722,72439563,731,223
1,1396,0.44974379188017344,0.9100817438692098,70677054,2537,1141
1,3052,0.29709811146936893,0.6775732788002726,74946375,4342,1290
1,2162,0.4387331256490135,0.9280597014925374,66005583,3852,1690
0,25,0.1935483870967742,0.22950819672131148,68401970,31,6
1,26,0.2777777777777778,0.5254237288135594,68401984,36,10
1,132,0.3465346534653465,0.7364620938628159,68401991,202,70
0,1401,0.11553030303030302,0.12039417309340189,80121135,1584,183
1,369,0.45089285714285715,0.9308510638297872,68036374,672,303
1,883,0.3058176100628931,0.6026443980514962,69458431,1272,389
1,338,0.471875,0.9415692821368948,73538563,640,302
0,1716,0.2568211346903421,0.47989556135770234,80130622,2309,593
1,1155,0.25961538461538464,0.5594675826534994,65308796,1560,405
1,1001,0.27093954843408596,0.6010587102983638,65312835,1373,372
0,620,0.1809775429326288,0.24776119402985075,69606950,757,137
0,1574,0.11223914269599548,0.16555343511450382,68156046,1773,199
0,749,0.17420066152149946,0.32961309523809523,68538085,907,158
0,2779,0.15966132446325976,0.29904458598726114,70252574,3307,528
0,1555,0.13273842721695484,0.24794188861985472,70252581,1793,238
0,1485,0.12285883047844064,0.18859649122807018,70252672,1693,208
1,794,0.49232736572890023,0.952156862745098,70202146,1564,770
0,3987,0.1066547165583688,0.12268102932375823,68333951,4463,476
1,759,0.26808100289296044,0.5231910946196661,70604800,1037,278
0,4112,0.10218340611353711,0.0961910910264687,73399592,4580,468
1,1117,0.29079365079365077,0.6820779220779221,80109295,1575,458
1,459,0.27716535433070866,0.6462646264626463,66883166,635,176
1,2082,0.2288888888888889,0.510652688535678,68543482,2700,618
0,3240,0.15756630265210608,0.2564167725540025,80130322,3846,606
1,1291,0.25202780996523755,0.5844789356984479,80118544,1726,435
0,598,0.13956834532374102,0.21308576480990274,60512711,695,97
1,1446,0.40931372549019607,0.8791684711996536,70183071,2448,1002
1,1271,0.306979280261723,0.697503671071953,68989515,1834,563
2,294,0.6765676567656765,0.9860869565217392,80181567,909,615
1,3818,0.2574873590042785,0.5766406608536025,80125439,5142,1324
0,2072,0.2166351606805293,0.437807679684936,60900833,2645,573
0,4254,0.22640480087288598,0.4302418283284613,64179850,5499,1245
0,427,0.16926070038910507,0.2962962962962963,68497023,514,87
0,1248,0.04294478527607362,0.05305191100969766,70001365,1304,56
0,1217,0.15013966480446927,0.2458307597282273,68537693,1432,215
1,721,0.2775551102204409,0.7078651685393258,80121183,998,277
0,12161,0.07203357497138496,0.05049769361495508,68539310,13105,944
2,107,0.6007462686567164,0.9747474747474747,61500565,268,161
0,2672,0.1164021164021164,0.12547528517110265,68538946,3024,352
1,2173,0.24757617728531855,0.5348900352973119,70179480,2888,715
1,892,0.3985165205664194,0.8635097493036211,80153463,1483,591
1,6627,0.3193303204601479,0.7349680448676145,72474521,9736,3109
0,1201,0.14519572953736654,0.3129210042865891,63092771,1405,204
2,1047,0.5044959772834832,0.9611992945326279,70676886,2113,1066
1,896,0.3925423728813559,0.9002732240437158,68210765,1475,579
0,945,0.19299743808710504,0.3436095054592164,68545484,1171,226
1,531,0.30223390275952694,0.7776717557251909,70618226,761,230
0,3389,0.12406306539157405,0.11432637571157495,68544280,3869,480
0,3122,0.24698504582730343,0.4879864636209814,64135141,4146,1024
1,2550,0.35344827586206895,0.757262996941896,69630155,3944,1394
1,219,0.344311377245509,0.8529411764705882,65249142,334,115
1,154,0.45195729537366547,0.9816272965879265,66379621,281,127
0,19,0.17391304347826086,0.19718309859154928,69183863,23,4
1,2182,0.3088375039594552,0.7223001402524544,80181384,3157,975
1,559,0.24663072776280323,0.608499095840868,80121170,742,183
1,635,0.23860911270983212,0.510654490106545,69869485,834,199
0,489,0.1092896174863388,0.23129251700680273,60312903,549,60
0,273,0.1875,0.352,69601700,336,63
1,299,0.2981220657276995,0.7203791469194313,79520042,426,127
1,818,0.231924882629108,0.5292535305985205,66931543,1065,247
1,837,0.31054365733113676,0.7073897497020262,54045873,1214,377
1,201,0.2690909090909091,0.5601577909270217,54045880,275,74
1,5082,0.27264920566766854,0.5608391608391609,69616834,6987,1905
2,2,0.7777777777777778,0.75,80127025,9,7
1,3098,0.2657027731689974,0.6201423097974822,68531001,4219,1121
0,3619,0.2016324729759541,0.44372023063424415,307496,4533,914
0,3931,0.049334945586457075,0.06063100137174211,67837056,4135,204
0,2046,0.18421052631578946,0.4099462365591398,68312195,2508,462
0,1795,0.05026455026455026,0.07453416149068323,70001190,1890,95
1,866,0.42228152101400934,0.9295180722891566,65278472,1499,633
0,1450,0.15795586527293845,0.24390243902439024,80119369,1722,272
0,678,0.12062256809338522,0.19704433497536947,80140146,771,93
2,208,0.5657620041753654,0.9162303664921466,80137989,479,271
1,868,0.24521739130434783,0.5524625267665952,67154584,1150,282
0,213,0.13414634146341464,0.24242424242424243,70627333,246,33
0,2417,0.15959666203059805,0.2558014031300594,69094046,2876,459
1,1316,0.32199896960329727,0.7679343128781331,73148376,1941,625
0,1165,0.21443020903573837,0.3779411764705882,69607930,1483,318
1,7426,0.3497942386831276,0.7826825127334465,80159820,11421,3995
2,249,0.5088757396449705,0.9314775160599572,69662873,507,258
0,2629,0.14197127937336815,0.19925313416911175,68535243,3064,435
0,5655,0.04444068942210206,0.022838499184339316,80122725,5918,263
1,774,0.23214285714285715,0.5277777777777778,10402,1008,234
0,914,0.21612349914236706,0.46364242828552366,67291931,1166,252
0,3856,0.23734177215189872,0.482610254571531,70178801,5056,1200
0,1078,0.11202635914332784,0.13613013698630136,82009375,1214,136
0,470,0.18118466898954705,0.33043478260869563,73637634,574,104
1,246,0.27218934911242604,0.6366559485530546,69621300,338,92
1,701,0.29120323559150657,0.6802919708029197,80108322,989,288
1,346,0.26849894291754756,0.6204379562043796,66912076,473,127
1,1731,0.31336771122570406,0.7352816603134266,69092184,2521,790
1,2911,0.330188679245283,0.7492780257285376,69573574,4346,1435
1,6843,0.2968557336621455,0.6424488567990373,67755324,9732,2889
0,7896,0.15324396782841823,0.20641738251642244,67886350,9325,1429
1,975,0.3929016189290162,0.832046332046332,68189716,1606,631
1,191,0.34812286689419797,0.6983372921615202,69150823,293,102
0,109,0.2158273381294964,0.4602272727272727,70078260,139,30
0,272,0.14195583596214512,0.3447488584474886,70078442,317,45
1,919,0.3913907284768212,0.8349514563106796,70925806,1510,591
0,96,0.010309278350515464,0.004807692307692308,72545914,97,1
0,44,0.18518518518518517,0.3680555555555556,72546250,54,10
0,211,0.06637168141592921,0.16752577319587628,72669261,226,15
0,1133,0.2037947997189037,0.41354115927910373,73266375,1423,290
0,578,0.08832807570977919,0.24720244150559512,80116953,634,56
0,6512,0.19694166974966087,0.36682674547469524,80172715,8109,1597
2,431,0.5157303370786517,0.961646398503274,82050118,890,459
1,1178,0.3690412426352437,0.8068599428338097,73002062,1867,689
1,2108,0.2476802284082798,0.5183089214380826,74554473,2802,694
2,320,0.5084485407066052,0.9510939510939511,80123458,651,331
0,6626,0.0950559956296094,0.10738892848657638,80127894,7322,696
1,235,0.35082872928176795,0.7389473684210527,81989269,362,127
0,4,0.2,0.38461538461538464,82010289,5,1
0,1032,0.135678391959799,0.19474835886214442,82011998,1194,162
0,77,0.06097560975609756,0.12987012987012986,82019471,82,5
0,107,0.036036036036036036,0.07106598984771574,82022516,111,4
1,913,0.3276877761413844,0.7025920873124147,80096254,1358,445
0,1517,0.08171912832929783,0.2058636073932441,80096324,1652,135
0,2203,0.25017018379850237,0.48925848925848925,80137922,2938,735
1,56,0.3563218390804598,0.7305699481865285,82002264,87,31
2,10,0.5238095238095238,0.8947368421052632,80094882,21,11
1,85,0.3656716417910448,0.7555555555555555,82007146,134,49
0,1232,0.20974983964079538,0.4597285067873303,80098382,1559,327
0,414,0.09606986899563319,0.11876988335100742,82012540,458,44
1,220,0.29260450160771706,0.6719817767653758,72417114,311,91
0,1960,0.15626345243219975,0.20875576036866358,68689033,2323,363
0,1692,0.24933451641526175,0.4725330620549339,68689054,2254,562
2,1,0.9166666666666666,0.5,75264343,12,11
0,37,0.3728813559322034,0.35714285714285715,80118325,59,22
0,835,0.24021838034576887,0.48281786941580757,70729456,1099,264
0,2297,0.24341238471673254,0.4918032786885246,70729505,3036,739
0,2426,0.21792392005157962,0.388909426987061,70729533,3102,676
1,122,0.4429223744292237,0.8598484848484849,69108711,219,97
1,147,0.27941176470588236,0.5382716049382716,65172331,204,57
0,2,0.0,0.0,80126960,2,0
2,530,0.5470085470085471,0.9744463373083475,81989263,1170,640
1,892,0.3536231884057971,0.7489768076398363,54293841,1380,488
0,1336,0.13133940182054615,0.14084507042253522,70645085,1538,202
0,703,0.2607781282860147,0.4777542372881356,70646583,951,248
1,940,0.46772366930917325,0.9094908862350722,70758023,1766,826
1,1362,0.4964879852125693,0.9535759096612296,64292522,2705,1343
0,1221,0.1903183023872679,0.4729559748427673,70649222,1508,287
1,246,0.27647058823529413,0.7564575645756457,68538610,340,94
1,1912,0.24813212740857254,0.6483142592019796,63499884,2543,631
1,314,0.40304182509505704,0.8189102564102564,70576744,526,212
1,1224,0.2411655300681959,0.5315358690418873,80121082,1613,389
0,1669,0.1574962140333165,0.23045871559633027,80139717,1981,312
1,2007,0.48259860788863107,0.937842190016103,67230541,3879,1872
1,9184,0.23872679045092837,0.6263866877971473,70691152,12064,2880
1,53,0.47,0.9421487603305785,80150945,100,47
1,40,0.2857142857142857,0.7785714285714286,64000713,56,16
0,925,0.1537053979871912,0.41150195421552205,69660010,1093,168
0,703,0.235038084874864,0.4504792332268371,67557511,919,216
1,845,0.2475512021371327,0.5014409221902018,67557532,1123,278
0,1699,0.2384580905423577,0.48005698005698005,69608063,2231,532
0,560,0.21678321678321677,0.48814814814814816,80116603,715,155
1,628,0.2620446533490012,0.6145833333333334,81976685,851,223
1,4875,0.24195303996268078,0.5168416447944006,66409273,6431,1556
1,1727,0.2584800343495062,0.5900443880786304,80137638,2329,602
1,395,0.3045774647887324,0.7675606641123882,70627564,568,173
1,265,0.36754176610978523,0.7866108786610879,72512636,419,154
1,65,0.3010752688172043,0.6578947368421053,66857203,93,28
1,1079,0.4002223457476376,0.8807556080283353,67994395,1799,720
0,3230,0.1375166889185581,0.15592814371257485,67553941,3745,515
0,315,0.012539184952978056,0.020833333333333332,62839315,319,4
0,434,0.029082774049217,0.07446808510638298,62839455,447,13
1,1714,0.3805565594506686,0.8676855895196507,80110821,2767,1053
0,6574,0.16763737655102556,0.25858455586006773,60047022,7898,1324
1,14852,0.3462452680693723,0.7948369565217391,69586321,22718,7866
0,3115,0.2145738779626828,0.4543534381600563,70219702,3966,851
1,5041,0.40244191559981035,0.8766700924974307,69187006,8436,3395
1,760,0.23154701718907988,0.5974702380952381,69395375,989,229
1,419,0.3453125,0.7948717948717948,66856965,640,221
1,402,0.3547351524879615,0.7311320754716981,70489636,623,221
0,796,0.255378858746492,0.4988235294117647,69150844,1069,273
1,667,0.4718923198733175,0.9201651754989677,69588995,1263,596
1,1988,0.44854368932038835,0.9132631578947369,64292550,3605,1617
1,3387,0.46669815777042983,0.9269810869044769,70795095,6351,2964
2,363,0.5744431418522861,0.976,72315390,853,490
2,2037,0.5793929382614083,0.9845535990114304,70178626,4843,2806
0,136,0.12258064516129032,0.33136094674556216,69886355,155,19
0,145,0.10493827160493827,0.37402597402597404,69886502,162,17
0,188,0.10900473933649289,0.33642691415313225,69886810,211,23
1,103,0.14166666666666666,0.5054545454545455,69887405,120,17
0,142,0.10126582278481013,0.33519553072625696,70597800,158,16
0,458,0.17625899280575538,0.276510067114094,66471391,556,98
0,4183,0.14247642476424766,0.16798767062967856,68544322,4878,695
1,7464,0.3113755881538887,0.7227117847491482,70599256,10839,3375
1,1021,0.2753726046841732,0.6380487804878049,71444583,1409,388
1,1946,0.4741961631991354,0.9346801346801347,79145976,3701,1755
1,731,0.33180987202925044,0.726517571884984,69617926,1094,363
1,584,0.3105076741440378,0.7236598890942699,62945421,847,263
1,457,0.3117469879518072,0.7637795275590551,70070742,664,207
1,1591,0.2409351145038168,0.5484029484029485,68538792,2096,505
1,3665,0.22483079526226735,0.5665045464157327,69638625,4728,1063
1,621,0.3308189655172414,0.7839285714285714,82008909,928,307
1,650,0.31650893796004204,0.6924242424242424,61022724,951,301
0,6589,0.23472706155632986,0.42025316455696204,70641186,8610,2021
1,1252,0.27671865973425763,0.5854341736694678,70676333,1731,479
0,611,0.16186556927297668,0.26802621995630005,82000146,729,118
1,1219,0.35365853658536583,0.777,70924224,1886,667
0,1493,0.0610062893081761,0.11599099099099099,69625710,1590,97
1,115,0.2721518987341772,0.5850144092219021,72932286,158,43
0,332,0.07520891364902507,0.08986615678776291,80124166,359,27
1,1775,0.2542016806722689,0.5155024280911468,65330412,2380,605
0,514,0.23168908819133036,0.4349442379182156,68191144,669,155
0,4394,0.1412937267930428,0.2924390243902439,66741885,5117,723
1,2536,0.3078602620087336,0.6757377049180328,67706891,3664,1128
0,1835,0.1905602117335686,0.31016679904686256,70645645,2267,432
1,416,0.4074074074074074,0.8388017118402282,80174680,702,286
1,1405,0.26937077483099325,0.6719963453631795,80111815,1923,518
0,808,0.053864168618266976,0.1870066788099575,62835521,854,46
0,196,0.034482758620689655,0.0944206008583691,66389176,203,7
0,543,0.2352112676056338,0.4719424460431655,80181376,710,167
1,495,0.1804635761589404,0.5816593886462882,82049141,604,109
0,43,0.21818181818181817,0.3707865168539326,69056743,55,12
1,1543,0.28031716417910446,0.6530343007915568,69668753,2144,601
1,1329,0.42912371134020616,0.9367789570835257,66471160,2328,999
1,1000,0.27325581395348836,0.6368098159509202,70278334,1376,376
1,1787,0.3223359878649981,0.7490414778668526,80132300,2637,850
0,1800,0.1662806855025475,0.2539918306721129,80139719,2159,359
1,3006,0.3378854625550661,0.806993006993007,67553066,4540,1534
1,1223,0.27889150943396224,0.6097672295755363,65474836,1696,473
0,2029,0.24572490706319702,0.4782487451199108,67557525,2690,661
2,99,0.5875,0.9806763285024155,69622714,240,141
2,808,0.7117374241883696,0.99528672427337,69588960,2803,1995
0,899,0.18346957311534967,0.3142361111111111,68534732,1101,202
1,318,0.26558891454965355,0.609167671893848,73226475,433,115
1,948,0.373015873015873,0.8515376458112407,64331344,1512,564
1,1485,0.44130925507900676,0.9456771231828616,80125349,2658,1173
1,1190,0.26633785450061653,0.609995537706381,63282940,1622,432
0,3419,0.21994067989961213,0.437255859375,80125474,4383,964
0,1442,0.13859020310633213,0.1423455684870188,63264313,1674,232
2,1040,0.510818438381938,0.9542211652794292,64244236,2126,1086
1,575,0.49249779346866723,0.9303991811668373,64244271,1133,558
1,1272,0.25220458553791886,0.6376288659793814,80121168,1701,429
0,2952,0.06345177664974619,0.1214221150949081,69575114,3152,200
0,3141,0.06933333333333333,0.13492489270386265,69575541,3375,234
0,1202,0.09419743782969103,0.1151947339550192,70642712,1327,125
0,566,0.22145804676753783,0.4427402862985685,66622556,727,161
0,263,0.27146814404432135,0.37398373983739835,62168400,361,98
0,3826,0.1465536471113094,0.17432273262661954,69705083,4483,657
1,175,0.24892703862660945,0.5272108843537415,66471216,233,58
1,1576,0.38389366692728694,0.8801668562760713,67557945,2558,982
1,11111,0.2597601598934044,0.5729255513585964,80130316,15010,3899
0,4598,0.2021516571230262,0.42772533777531,70219632,5763,1165
1,4544,0.4011597258829731,0.8711958851264466,66695552,7588,3044
1,350,0.3230174081237911,0.688135593220339,69177234,517,167
2,174,0.5112359550561798,0.9566473988439307,70748314,356,182
0,820,0.20925747348119575,0.42671394799054374,66409910,1037,217
0,360,0.2087912087912088,0.34774436090225563,67705911,455,95
1,148,0.4008097165991903,0.8705357142857143,80127934,247,99
1,1916,0.42167220042257775,0.8996809641970932,67145960,3313,1397
1,1760,0.2657488527325824,0.6184006211180124,80121063,2397,637
1,922,0.22845188284518828,0.5433021806853583,73194996,1195,273
1,1369,0.34497607655502394,0.7365937365937366,70201831,2090,721
2,529,0.5268336314847942,0.9756637168141593,70215670,1118,589
0,628,0.1736842105263158,0.30656934306569344,62768104,760,132
1,2150,0.25321292115317817,0.5624821275378896,80119387,2879,729
1,300,0.1780821917808219,0.5482093663911846,70113526,365,65
1,382,0.4289985052316891,0.8825214899713467,80165226,669,287
0,3171,0.1575451647183847,0.20502851218247797,67555600,3764,593
2,417,0.5005988023952096,0.96,69056526,835,418
0,1491,0.18435448577680524,0.2809168443496802,70601454,1828,337
1,1938,0.31784582893347413,0.68573832562053,67706765,2841,903
1,214,0.30293159609120524,0.694980694980695,80180104,307,93
0,2032,0.2,0.3702664796633941,70614614,2540,508
0,501,0.09892086330935251,0.09047619047619047,72749173,556,55
0,1649,0.11105121293800539,0.25844346549192365,62413736,1855,206
2,223,0.5392561983471075,0.9680851063829787,80154145,484,261
2,526,0.5231187669990934,0.975609756097561,67683903,1103,577
0,2574,0.17684681803645666,0.2865766024719747,67555124,3127,553
1,434,0.4319371727748691,0.908008658008658,67981991,764,330
0,624,0.2141057934508816,0.40458015267175573,70841652,794,170
0,2777,0.10621177985194721,0.25156610616551267,62413666,3107,330
1,1469,0.3031309297912713,0.726270185112249,66575971,2108,639
0,936,0.08055009823182711,0.18740031897926634,67343241,1018,82
1,966,0.39511584220413276,0.8880484114977307,80125492,1597,631
1,1632,0.2440944881889764,0.5738897396630934,70638211,2159,527
1,4542,0.39294306335204493,0.8473840530043408,64292396,7482,2940
1,593,0.36373390557939916,0.7600827300930714,70598913,932,339
1,825,0.24588665447897623,0.5905621096460791,68537854,1094,269
1,314,0.25943396226415094,0.5987525987525988,74708816,424,110
1,235,0.3128654970760234,0.7037773359840954,69553442,342,107
0,1448,0.17020057306590258,0.2836710369487485,72749180,1745,297
1,3899,0.34668230563002683,0.7802099620281439,67760833,5968,2069
0,465,0.15145985401459855,0.19594594594594594,63279636,548,83
0,2343,0.12769918093819807,0.1374469474371531,67555012,2686,343
1,1651,0.3417065390749601,0.7486222975837219,70628943,2508,857
1,1117,0.3617142857142857,0.8198391420911528,69998194,1750,633
1,1010,0.40094899169632264,0.8610149942329873,80123748,1686,676
0,824,0.06681766704416761,0.28613396004700353,82134980,883,59
0,209,0.18359375,0.3450413223140496,68538505,256,47
1,4896,0.25057400887800396,0.6681759379042691,70691222,6533,1637
0,610,0.06153846153846154,0.03642987249544627,69101431,650,40
1,1679,0.35248746625530275,0.80859375,69669026,2593,914
1,1319,0.29615795090715047,0.72021484375,66425205,1874,555
0,877,0.08263598326359832,0.07323026851098453,68628532,956,79
1,968,0.2329635499207607,0.6390328151986183,64000916,1262,294
1,81,0.2831858407079646,0.6190476190476191,80109281,113,32
1,3998,0.2520112254443405,0.6270742358078603,66531402,5345,1347
1,56,0.3253012048192771,0.8164556962025317,82143807,83,27
1,933,0.35876288659793815,0.8349397590361446,70670726,1455,522
0,1289,0.1558611656843484,0.19510926118626432,70729414,1527,238
0,1612,0.217095677513356,0.38939321548017203,70729470,2059,447
0,6306,0.2247356774034915,0.447463768115942,72387441,8134,1828
1,560,0.3094944512946979,0.7092138630600169,65384431,811,251
0,1810,0.224174882126018,0.46950976484655244,69551741,2333,523
0,807,0.07876712328767123,0.06056236481614996,80114132,876,69
0,762,0.16721311475409836,0.2757201646090535,80117911,915,153
0,629,0.20979899497487436,0.3862238622386224,63286783,796,167
0,3050,0.14181204276871132,0.16804489072652096,67554711,3554,504
0,1701,0.17627118644067796,0.3022181146025878,67554725,2065,364
0,2075,0.0993923611111111,0.07395833333333333,67554746,2304,229
0,1628,0.08333333333333333,0.06124234470691164,67555663,1776,148
0,1005,0.11219081272084806,0.08945497630331753,70207935,1132,127
0,4295,0.14747915839618897,0.1870157068062827,82154412,5038,743
1,490,0.3920595533498759,0.8655804480651731,67994360,806,316
1,272,0.3832199546485261,0.8686131386861314,66471104,441,169
1,191,0.35906040268456374,0.7759562841530054,68210891,298,107
0,1689,0.15338345864661654,0.19755501222493888,70645155,1995,306
0,2334,0.15800865800865802,0.22876949740034663,60003195,2772,438
0,3231,0.06672443674176777,0.0520904729266621,62956740,3462,231
0,1021,0.19795758051846032,0.39760410724472334,68535614,1273,252
1,2476,0.2448917352851479,0.5271573604060914,67554165,3279,803
1,2739,0.31729810568295114,0.7474009553245293,77065065,4012,1273
0,2469,0.22039785285759395,0.39528487229862475,70511686,3167,698
1,17237,0.32113741089362374,0.7087388282025819,67286681,25391,8154
0,98,0.19008264462809918,0.45528455284552843,68530812,121,23
1,2050,0.25939306358381503,0.5870445344129555,69652800,2768,718
1,835,0.4039971448965025,0.9232440260680667,68531512,1401,566
0,333,0.06460674157303371,0.26582278481012656,64248562,356,23
1,8269,0.33694170475503166,0.7890002570033411,70225351,12471,4202
1,653,0.2671156004489338,0.5922330097087378,67942812,891,238
1,2907,0.3053763440860215,0.6940258342303552,70638225,4185,1278
0,8578,0.15060897118526587,0.20620033867396118,70909755,10099,1521
1,4139,0.28067431352102884,0.6297938951213149,73818094,5754,1615
1,1131,0.40816326530612246,0.9076644538322269,80110044,1911,780
1,1179,0.36612903225806454,0.845670053217223,65268406,1860,681
1,5610,0.3503184713375796,0.7559733646690169,65830212,8635,3025
1,316,0.39579349904397704,0.9047619047619048,70014070,523,207
0,293,0.2544529262086514,0.4654300168634064,80109162,393,100
1,153,0.2644230769230769,0.5362318840579711,80109190,208,55
1,159,0.22058823529411764,0.5459317585301837,68533780,204,45
1,649,0.30064655172413796,0.6538461538461539,81975576,928,279
0,5456,0.09051508584764127,0.07442078165223497,70206276,5999,543
2,420,0.501779359430605,0.9495798319327731,68191466,843,423
1,84,0.3333333333333333,0.7342342342342343,68616786,126,42
1,6055,0.26801257253384914,0.589751273599041,70395192,8272,2217
0,1136,0.23553162853297444,0.43284290460370195,70649600,1486,350
0,3287,0.1881946159545567,0.3214833759590793,80114125,4049,762
1,2769,0.23381294964028776,0.5003684598378777,82000087,3614,845
1,813,0.26624548736462095,0.6085080147965475,71389220,1108,295
1,1265,0.3492798353909465,0.8213333333333334,65268392,1944,679
0,370,0.05128205128205128,0.23300970873786409,62835136,390,20
0,81,0.012195121951219513,0.014962593516209476,62836333,82,1
0,1615,0.043246445497630334,0.12042788129744651,68255145,1688,73
1,3122,0.2608901515151515,0.5920349684312773,60499782,4224,1102
1,581,0.22013422818791947,0.6373720136518771,66534846,745,164
0,629,0.2282208588957055,0.4818423383525244,68530651,815,186
1,1011,0.2311787072243346,0.5271238485158649,70532854,1315,304
0,1320,0.14396887159533073,0.24538824538824539,72899806,1542,222
0,221,0.10887096774193548,0.20795660036166366,72900520,248,27
0,442,0.08108108108108109,0.10714285714285714,72900534,481,39
0,362,0.14420803782505912,0.2914572864321608,72900562,423,61
0,3340,0.21430251705481063,0.4164319248826291,82011769,4251,911
1,134,0.22093023255813954,0.6449511400651465,65592611,172,38
0,506,0.13504273504273503,0.321285140562249,67343402,585,79
0,581,0.13541666666666666,0.1600407747196738,67555075,672,91
1,237,0.22549019607843138,0.5217391304347826,68538995,306,69
1,377,0.2593320235756385,0.6263736263736264,68539002,509,132
0,1206,0.07444359171143515,0.059164253206454284,68539135,1303,97
0,1243,0.20371556694426649,0.4140992167101828,68541025,1561,318
0,1591,0.16875653082549635,0.3107014388489209,68541865,1914,323
1,1370,0.18257756563245822,0.5602432535157734,69256383,1676,306
1,356,0.24735729386892177,0.5964125560538116,70618443,473,117
1,305,0.254278728606357,0.6341107871720116,80112424,409,104
1,1024,0.3690696241528035,0.8164910105393677,82113165,1623,599
1,652,0.33059548254620125,0.7771639042357275,66470803,974,322
1,898,0.2627257799671593,0.6020463112547119,68237995,1218,320
0,400,0.2263056092843327,0.4926052332195677,70066983,517,117
0,1410,0.14803625377643503,0.4316326530612245,68725566,1655,245
1,562,0.18313953488372092,0.5426587301587301,68725580,688,126
1,191,0.17672413793103448,0.5766871165644172,69887370,232,41
0,1804,0.06480041472265423,0.1683673469387755,73366216,1929,125
0,1866,0.0771513353115727,0.19559003674969375,73366223,2022,156
0,114,0.21379310344827587,0.40594059405940597,64594285,145,31
1,1093,0.2818659658344284,0.6498599439775911,65335991,1522,429
0,91,0.10784313725490197,0.08796296296296297,66459603,102,11
0,125,0.10714285714285714,0.15,66459631,140,15
1,606,0.3333333333333333,0.7313633310946944,68437572,909,303
1,1022,0.3406451612903226,0.8114313629702002,81989528,1550,528
