TradeID,RiskType,Qualifier,Label2,AmountUSD,Bucket,PortfolioID
awwbacsyra,Risk_Equity,Issuer_141,REPO,-40676.72120212964,2,Bigger_Portfolio
fcdbnmgjza,Risk_Equity,Issuer_142,SPOT,-4766.485526169112,2,Bigger_Portfolio
fcdbnmgjza,Risk_Equity,Issuer_142,REPO,22752.84738497841,2,Bigger_Portfolio
semalmhlim,Risk_Equity,Issuer_143,SPOT,-65546.13105296253,2,Bigger_Portfolio
gewczdsuam,Risk_Equity,Issuer_144,SPOT,55726.27949389536,2,Bigger_Portfolio
gewczdsuam,Risk_Equity,Issuer_144,REPO,6735.8921002309935,2,Bigger_Portfolio
oswqndvdca,Risk_Equity,Issuer_145,SPOT,35069.25508592694,2,Bigger_Portfolio
oswqndvdca,Risk_Equity,Issuer_145,REPO,-43631.92919545176,2,Bigger_Portfolio
qeqbgcytqc,Risk_Equity,Issuer_146,SPOT,-29884.355660166162,2,Bigger_Portfolio
qeqbgcytqc,Risk_Equity,Issuer_146,REPO,-37428.955666154245,2,Bigger_Portfolio
suvohvhtqm,Risk_Equity,Issuer_147,SPOT,63056.06467435607,2,Bigger_Portfolio
stuntlurrn,Risk_Equity,Issuer_148,SPOT,-1388.8845023210595,2,Bigger_Portfolio
stuntlurrn,Risk_Equity,Issuer_148,REPO,2828.1458488417406,2,Bigger_Portfolio
sygizbqaal,Risk_Equity,Issuer_149,SPOT,14155.22323778471,2,Bigger_Portfolio
sygizbqaal,Risk_Equity,Issuer_149,REPO,-83900.43848431436,2,Bigger_Portfolio
mxrpphqllb,Risk_Equity,Issuer_150,SPOT,-68377.16263252213,2,Bigger_Portfolio
lsymdxqjbz,Risk_Equity,Issuer_151,SPOT,29161.430283038368,2,Bigger_Portfolio
kmolspimpe,Risk_Equity,Issuer_152,SPOT,91260.74825743763,2,Bigger_Portfolio
txszfzdmbb,Risk_Equity,Issuer_153,SPOT,-33171.263183929026,2,Bigger_Portfolio
txszfzdmbb,Risk_Equity,Issuer_153,REPO,-76822.8589569611,2,Bigger_Portfolio
puikjdnjwe,Risk_Equity,Issuer_154,SPOT,30335.324592542223,2,Bigger_Portfolio
puikjdnjwe,Risk_Equity,Issuer_154,REPO,55532.27299637537,2,Bigger_Portfolio
shlzyivvjb,Risk_Equity,Issuer_155,SPOT,49905.89776880865,2,Bigger_Portfolio
lpdsobfafi,Risk_Equity,Issuer_156,SPOT,69258.92979759997,2,Bigger_Portfolio
pogwxkfsnu,Risk_Equity,Issuer_157,SPOT,-48544.63635214933,2,Bigger_Portfolio
uwyxuitpps,Risk_Equity,Issuer_158,SPOT,97759.348826206,2,Bigger_Portfolio
uwyxuitpps,Risk_Equity,Issuer_158,REPO,-98775.43002146768,2,Bigger_Portfolio
yyxhmqhehe,Risk_Equity,Issuer_159,SPOT,5737.633157857985,2,Bigger_Portfolio
yyxhmqhehe,Risk_Equity,Issuer_159,REPO,19399.85841898821,2,Bigger_Portfolio
qfmtjzrqpl,Risk_Equity,Issuer_160,SPOT,-35545.34787434112,2,Bigger_Portfolio
joccysvsfj,Risk_Equity,Issuer_161,SPOT,-96609.99964063367,2,Bigger_Portfolio
joccysvsfj,Risk_Equity,Issuer_161,REPO,83124.24089844276,2,Bigger_Portfolio
bdkkdekezz,Risk_Equity,Issuer_162,SPOT,-53337.50962149615,2,Bigger_Portfolio
eyzmyqhpgk,Risk_Equity,Issuer_163,SPOT,28892.11516683417,2,Bigger_Portfolio
eyzmyqhpgk,Risk_Equity,Issuer_163,REPO,-67792.5840274451,2,Bigger_Portfolio
pknpdzewuk,Risk_Equity,Issuer_164,SPOT,59393.43864966661,2,Bigger_Portfolio
pknpdzewuk,Risk_Equity,Issuer_164,REPO,-60183.26452362753,2,Bigger_Portfolio
dyewgswzfb,Risk_Equity,Issuer_165,SPOT,-66442.00822388438,2,Bigger_Portfolio
dyewgswzfb,Risk_Equity,Issuer_165,REPO,15093.723916830058,2,Bigger_Portfolio
wfkiahmkpc,Risk_Equity,Issuer_166,SPOT,41199.57593192044,2,Bigger_Portfolio
wfkiahmkpc,Risk_Equity,Issuer_166,REPO,-50406.07112956073,2,Bigger_Portfolio
cpkvaeuord,Risk_Equity,Issuer_167,SPOT,-43904.642028951836,2,Bigger_Portfolio
cpkvaeuord,Risk_Equity,Issuer_167,REPO,-3635.272683208445,2,Bigger_Portfolio
sigppmfurh,Risk_Equity,Issuer_168,SPOT,-83692.59768823063,2,Bigger_Portfolio
ywpigdqdpo,Risk_Equity,Issuer_169,SPOT,33247.72455063247,2,Bigger_Portfolio
foqfaspvxy,Risk_Equity,Issuer_170,SPOT,-92712.5666280148,2,Bigger_Portfolio
foqfaspvxy,Risk_Equity,Issuer_170,REPO,57148.62903107117,2,Bigger_Portfolio
hjxjeyblme,Risk_Equity,Issuer_171,SPOT,27855.10877924656,2,Bigger_Portfolio
hjxjeyblme,Risk_Equity,Issuer_171,REPO,49651.486776518606,2,Bigger_Portfolio
sleqvlosww,Risk_Equity,Issuer_172,SPOT,-80793.79923911097,2,Bigger_Portfolio
wehgisteji,Risk_Equity,Issuer_173,SPOT,-429.87037623728975,2,Bigger_Portfolio
zgjpqunmgo,Risk_Equity,Issuer_174,SPOT,-60135.258044455564,2,Bigger_Portfolio
ekpeuasdpi,Risk_Equity,Issuer_175,SPOT,85872.21438653831,2,Bigger_Portfolio
ekpeuasdpi,Risk_Equity,Issuer_175,REPO,88853.42169744076,2,Bigger_Portfolio
ubyeapqmvh,Risk_Equity,Issuer_176,SPOT,-35666.917599399065,2,Bigger_Portfolio
tphllrpjsq,Risk_Equity,Issuer_177,SPOT,32065.8210124131,2,Bigger_Portfolio
qtxzkqkodm,Risk_Equity,Issuer_178,SPOT,-44050.484303266174,2,Bigger_Portfolio
qtxzkqkodm,Risk_Equity,Issuer_178,REPO,98402.55697615564,2,Bigger_Portfolio
syimxdzcom,Risk_Equity,Issuer_179,SPOT,-30780.61967126449,2,Bigger_Portfolio
euojzfsdxg,Risk_Equity,Issuer_180,SPOT,-20368.649259504567,2,Bigger_Portfolio
euojzfsdxg,Risk_Equity,Issuer_180,REPO,-5789.544933914687,2,Bigger_Portfolio
yxygzxqoug,Risk_Equity,Issuer_181,SPOT,35167.50601322364,2,Bigger_Portfolio
npubzptnvq,Risk_Equity,Issuer_182,SPOT,96105.92007324047,2,Bigger_Portfolio
jhtodutixl,Risk_Equity,Issuer_183,SPOT,-19755.812521267988,2,Bigger_Portfolio
getzqqzybd,Risk_Equity,Issuer_184,SPOT,-63070.61434117794,2,Bigger_Portfolio
getzqqzybd,Risk_Equity,Issuer_184,REPO,-57550.57416640568,2,Bigger_Portfolio
rcpiavhyjj,Risk_Equity,Issuer_185,SPOT,10297.9275967711,2,Bigger_Portfolio
rcpiavhyjj,Risk_Equity,Issuer_185,REPO,57755.288448149775,2,Bigger_Portfolio
ohkfgxciwj,Risk_Equity,Issuer_186,SPOT,-46158.19836728276,2,Bigger_Portfolio
ctkyvfluhy,Risk_Equity,Issuer_187,SPOT,-97607.4770022552,2,Bigger_Portfolio
agmedgvqfq,Risk_Equity,Issuer_188,SPOT,-32722.939562406857,2,Bigger_Portfolio
agmedgvqfq,Risk_Equity,Issuer_188,REPO,-81916.19671749706,2,Bigger_Portfolio
fkrlytyulb,Risk_Equity,Issuer_189,SPOT,53007.08364393632,2,Bigger_Portfolio
fkrlytyulb,Risk_Equity,Issuer_189,REPO,-8813.592082138013,2,Bigger_Portfolio
hmrgqhteih,Risk_Equity,Issuer_190,SPOT,-31394.511068062275,2,Bigger_Portfolio
jmuseybqvj,Risk_Equity,Issuer_191,SPOT,-73319.86338262548,2,Bigger_Portfolio
wwizrzziwq,Risk_Equity,Issuer_192,SPOT,-13125.409036716841,2,Bigger_Portfolio
myoycllzch,Risk_Equity,Issuer_193,SPOT,-49321.79158080484,2,Bigger_Portfolio
myoycllzch,Risk_Equity,Issuer_193,REPO,98415.38993565623,2,Bigger_Portfolio
qwnokxdegy,Risk_Equity,Issuer_194,SPOT,54900.02755139236,2,Bigger_Portfolio
qwnokxdegy,Risk_Equity,Issuer_194,REPO,-53726.51623522148,2,Bigger_Portfolio
zmalhmtyeq,Risk_Equity,Issuer_195,SPOT,-65830.18239116103,2,Bigger_Portfolio
zmalhmtyeq,Risk_Equity,Issuer_195,REPO,-92341.91235795693,2,Bigger_Portfolio
ogbsoxjgho,Risk_Equity,Issuer_196,SPOT,66972.85583527929,2,Bigger_Portfolio
rrpgduqzqn,Risk_Equity,Issuer_197,SPOT,-5899.759396885494,2,Bigger_Portfolio
rrpgduqzqn,Risk_Equity,Issuer_197,REPO,-25054.390154401142,2,Bigger_Portfolio
xqyxpkaroj,Risk_Equity,Issuer_198,SPOT,-19350.28729047277,2,Bigger_Portfolio
xqyxpkaroj,Risk_Equity,Issuer_198,REPO,-58426.21382949506,2,Bigger_Portfolio
xixopokvtn,Risk_Equity,Issuer_199,SPOT,-61367.95320797035,2,Bigger_Portfolio
xixopokvtn,Risk_Equity,Issuer_199,REPO,-66255.11744030648,2,Bigger_Portfolio
ncgbpxworp,Risk_Equity,Issuer_200,SPOT,-54847.259466514806,2,Bigger_Portfolio
ncgbpxworp,Risk_Equity,Issuer_200,REPO,79753.45163843733,2,Bigger_Portfolio
nixvcgmvnn,Risk_Equity,Issuer_201,SPOT,84369.34250298908,2,Bigger_Portfolio
nixvcgmvnn,Risk_Equity,Issuer_201,REPO,16214.665849680227,2,Bigger_Portfolio
thtxfsxftd,Risk_Equity,Issuer_202,SPOT,94560.62479177352,2,Bigger_Portfolio
thtxfsxftd,Risk_Equity,Issuer_202,REPO,77812.75586932941,2,Bigger_Portfolio
umtbvsqbvi,Risk_Equity,Issuer_203,SPOT,67132.5410501392,2,Bigger_Portfolio
umtbvsqbvi,Risk_Equity,Issuer_203,REPO,57162.9233551434,2,Bigger_Portfolio
slpxojvpyn,Risk_Equity,Issuer_204,SPOT,34222.458258387014,2,Bigger_Portfolio
slpxojvpyn,Risk_Equity,Issuer_204,REPO,-36243.561278284535,2,Bigger_Portfolio
wrpxwezpfo,Risk_Equity,Issuer_205,SPOT,47184.82307975128,2,Bigger_Portfolio
yoidoochok,Risk_Equity,Issuer_206,SPOT,-92733.52312802373,2,Bigger_Portfolio
dqjkulgqwi,Risk_Equity,Issuer_207,SPOT,-94045.42946596924,2,Bigger_Portfolio
dqjkulgqwi,Risk_Equity,Issuer_207,REPO,66113.88268174286,2,Bigger_Portfolio
eltymqmazi,Risk_Equity,Issuer_208,SPOT,32464.259167302866,2,Bigger_Portfolio
eltymqmazi,Risk_Equity,Issuer_208,REPO,42933.420280499064,2,Bigger_Portfolio
mbtwxmfepw,Risk_Equity,Issuer_209,SPOT,-60689.50054699362,2,Bigger_Portfolio
mbtwxmfepw,Risk_Equity,Issuer_209,REPO,17701.96055234979,2,Bigger_Portfolio
hbylmxdfmc,Risk_Equity,Issuer_210,SPOT,36717.37105152506,2,Bigger_Portfolio
cxiksftcjo,Risk_Equity,Issuer_211,SPOT,-69244.26512729205,2,Bigger_Portfolio
cxiksftcjo,Risk_Equity,Issuer_211,REPO,42128.38417747058,2,Bigger_Portfolio
litnvzrfke,Risk_Equity,Issuer_212,SPOT,-94709.89803881527,2,Bigger_Portfolio
litnvzrfke,Risk_Equity,Issuer_212,REPO,55862.362432516034,2,Bigger_Portfolio
feutlekpfw,Risk_Equity,Issuer_213,SPOT,-6484.675927310395,2,Bigger_Portfolio
frromrswxn,Risk_Equity,Issuer_214,SPOT,85254.20332503457,2,Bigger_Portfolio
frromrswxn,Risk_Equity,Issuer_214,REPO,23180.077215638594,2,Bigger_Portfolio
dmnwkwmwev,Risk_Equity,Issuer_215,SPOT,-72185.64923738112,2,Bigger_Portfolio
jfhmlhfrhu,Risk_Equity,Issuer_216,SPOT,-13155.146291599624,2,Bigger_Portfolio
kpgxwiuwzy,Risk_Equity,Issuer_217,SPOT,-69672.26251588554,2,Bigger_Portfolio
dzvkhlmtmt,Risk_Equity,Issuer_218,SPOT,-2681.0547178189013,2,Bigger_Portfolio
yviwfheuti,Risk_Equity,Issuer_219,SPOT,40393.29963489431,2,Bigger_Portfolio
mtxvveradq,Risk_Equity,Issuer_220,SPOT,-93952.37117931608,2,Bigger_Portfolio
lvxnzlslqh,Risk_Equity,Issuer_221,SPOT,71682.46830457414,2,Bigger_Portfolio
faljfzboiw,Risk_Equity,Issuer_222,SPOT,53614.476355578016,2,Bigger_Portfolio
yqmleuyqhl,Risk_Equity,Issuer_223,SPOT,-20094.64752544483,2,Bigger_Portfolio
lxiapqexah,Risk_Equity,Issuer_224,SPOT,-80121.7171579136,2,Bigger_Portfolio
cuwejfwrye,Risk_Equity,Issuer_225,SPOT,-74192.85326750902,2,Bigger_Portfolio
cuwejfwrye,Risk_Equity,Issuer_225,REPO,97885.64944147275,2,Bigger_Portfolio
zvfdbwxbae,Risk_Equity,Issuer_226,SPOT,-31149.144541714268,2,Bigger_Portfolio
zvfdbwxbae,Risk_Equity,Issuer_226,REPO,-47897.68722555036,2,Bigger_Portfolio
fmhxuabgjp,Risk_Equity,Issuer_227,SPOT,452.65322434729035,2,Bigger_Portfolio
fmhxuabgjp,Risk_Equity,Issuer_227,REPO,10764.137627699543,2,Bigger_Portfolio
jocfcipfwa,Risk_Equity,Issuer_228,SPOT,-23249.982968136363,2,Bigger_Portfolio
jocfcipfwa,Risk_Equity,Issuer_228,REPO,-7956.282450676591,2,Bigger_Portfolio
fsboulslge,Risk_Equity,Issuer_229,SPOT,-55814.04780874994,2,Bigger_Portfolio
srrlovrgzv,Risk_Equity,Issuer_230,SPOT,-42810.458320734964,2,Bigger_Portfolio
dadivtimcb,Risk_Equity,Issuer_231,SPOT,-53382.117039908844,2,Bigger_Portfolio
dadivtimcb,Risk_Equity,Issuer_231,REPO,-89108.30855703072,2,Bigger_Portfolio
xivrnbvksb,Risk_Equity,Issuer_232,SPOT,86725.59251150423,2,Bigger_Portfolio
nkrslnglfj,Risk_Equity,Issuer_233,SPOT,75759.87858794845,2,Bigger_Portfolio
sdegdtiuel,Risk_Equity,Issuer_234,SPOT,98051.75742571687,2,Bigger_Portfolio
wkcvaogopg,Risk_Equity,Issuer_235,SPOT,71624.07197668601,2,Bigger_Portfolio
wkcvaogopg,Risk_Equity,Issuer_235,REPO,62486.068481522765,2,Bigger_Portfolio
oiqagblpub,Risk_Equity,Issuer_236,SPOT,3119.9940295970455,2,Bigger_Portfolio
oiqagblpub,Risk_Equity,Issuer_236,REPO,63357.74937710794,2,Bigger_Portfolio
evxoezkpcy,Risk_Equity,Issuer_237,SPOT,26568.822077027682,2,Bigger_Portfolio
evxoezkpcy,Risk_Equity,Issuer_237,REPO,90666.0693000666,2,Bigger_Portfolio
kmewfawago,Risk_Equity,Issuer_238,SPOT,57065.88628666138,2,Bigger_Portfolio
kmewfawago,Risk_Equity,Issuer_238,REPO,-47502.53418203557,2,Bigger_Portfolio
skhqctctuy,Risk_Equity,Issuer_239,SPOT,83915.96934664116,2,Bigger_Portfolio
bdtofwhlly,Risk_Equity,Issuer_240,SPOT,-83145.09266035772,2,Bigger_Portfolio
bdtofwhlly,Risk_Equity,Issuer_240,REPO,-96673.67516699206,2,Bigger_Portfolio
zeuiryrexu,Risk_Equity,Issuer_241,SPOT,80468.85624898074,2,Bigger_Portfolio
fcldwmdnkl,Risk_Equity,Issuer_242,SPOT,-94318.51748236707,2,Bigger_Portfolio
fcldwmdnkl,Risk_Equity,Issuer_242,REPO,64527.976516092334,2,Bigger_Portfolio
nmqajulyxk,Risk_Equity,Issuer_243,SPOT,-35672.252438436364,2,Bigger_Portfolio
nmqajulyxk,Risk_Equity,Issuer_243,REPO,77208.10623518509,2,Bigger_Portfolio
cjisofhqzy,Risk_Equity,Issuer_244,SPOT,53105.002398209006,2,Bigger_Portfolio
cjisofhqzy,Risk_Equity,Issuer_244,REPO,57366.87919731284,2,Bigger_Portfolio
gljfblkoqf,Risk_Equity,Issuer_245,SPOT,12320.28416854584,2,Bigger_Portfolio
ivxcmxagqg,Risk_Equity,Issuer_246,SPOT,-80389.81727696629,2,Bigger_Portfolio
ivxcmxagqg,Risk_Equity,Issuer_246,REPO,-85771.01381466689,2,Bigger_Portfolio
fxikccwjes,Risk_Equity,Issuer_247,SPOT,88841.17371804173,2,Bigger_Portfolio
fxikccwjes,Risk_Equity,Issuer_247,REPO,-57122.268302933175,2,Bigger_Portfolio
tcgwthlqjm,Risk_Equity,Issuer_248,SPOT,-75754.10643823988,2,Bigger_Portfolio
kjmasztvjf,Risk_Equity,Issuer_249,SPOT,56639.41945582055,2,Bigger_Portfolio
kjmasztvjf,Risk_Equity,Issuer_249,REPO,-82503.04967174826,2,Bigger_Portfolio
zehlwshxod,Risk_Equity,Issuer_250,SPOT,60370.622824276856,2,Bigger_Portfolio
zehlwshxod,Risk_Equity,Issuer_250,REPO,64094.28350351448,2,Bigger_Portfolio
cwhzrczlig,Risk_Equity,Issuer_251,SPOT,-50014.62132234953,2,Bigger_Portfolio
cwhzrczlig,Risk_Equity,Issuer_251,REPO,41006.255160380846,2,Bigger_Portfolio
pdfltfjanu,Risk_Equity,Issuer_252,SPOT,-77523.02805407162,2,Bigger_Portfolio
pdfltfjanu,Risk_Equity,Issuer_252,REPO,66751.95296307412,2,Bigger_Portfolio
msykplfhwr,Risk_Equity,Issuer_253,SPOT,64738.260095336525,2,Bigger_Portfolio
ruphfnzpky,Risk_Equity,Issuer_254,SPOT,8681.131858588138,2,Bigger_Portfolio
dpzehdydll,Risk_Equity,Issuer_255,SPOT,75189.3443757176,2,Bigger_Portfolio
dpzehdydll,Risk_Equity,Issuer_255,REPO,-69790.64090278315,2,Bigger_Portfolio
vnhtzkciob,Risk_Equity,Issuer_256,SPOT,-36708.95601984456,2,Bigger_Portfolio
vnhtzkciob,Risk_Equity,Issuer_256,REPO,15970.339784371812,2,Bigger_Portfolio
jtuogbvdtb,Risk_Equity,Issuer_257,SPOT,70006.42787694742,2,Bigger_Portfolio
qlucsxxvvk,Risk_Equity,Issuer_258,SPOT,59463.02235047196,2,Bigger_Portfolio
qlucsxxvvk,Risk_Equity,Issuer_258,REPO,74660.55630112026,2,Bigger_Portfolio
jrilvbwnne,Risk_Equity,Issuer_259,SPOT,-91523.33355368132,2,Bigger_Portfolio
xrhaqykayc,Risk_Equity,Issuer_260,SPOT,95048.05088763617,2,Bigger_Portfolio
loehoizvzw,Risk_Equity,Issuer_261,SPOT,94909.7373747006,2,Bigger_Portfolio
rvfvzawxqz,Risk_Equity,Issuer_262,SPOT,-77273.11503320388,2,Bigger_Portfolio
rvfvzawxqz,Risk_Equity,Issuer_262,REPO,-35593.03469180515,2,Bigger_Portfolio
vvzdjejxpe,Risk_Equity,Issuer_263,SPOT,591.7956346489955,2,Bigger_Portfolio
vvzdjejxpe,Risk_Equity,Issuer_263,REPO,36444.668155403546,2,Bigger_Portfolio
agsgrlfdit,Risk_Equity,Issuer_264,SPOT,50981.07575069889,2,Bigger_Portfolio
xgntxarpsx,Risk_Equity,Issuer_265,SPOT,80582.96675629889,2,Bigger_Portfolio
xgntxarpsx,Risk_Equity,Issuer_265,REPO,76638.51694529466,2,Bigger_Portfolio
oilruvufpm,Risk_Equity,Issuer_266,SPOT,79657.79405254782,2,Bigger_Portfolio
iomtyrehkt,Risk_Equity,Issuer_267,SPOT,-89332.48423416959,2,Bigger_Portfolio
fnhrfzpbdj,Risk_Equity,Issuer_268,SPOT,-94331.8952460415,2,Bigger_Portfolio
fnhrfzpbdj,Risk_Equity,Issuer_268,REPO,-12563.140380460027,2,Bigger_Portfolio
gtmffpmvtt,Risk_Equity,Issuer_269,SPOT,-70643.09970318644,2,Bigger_Portfolio
azhlasrequ,Risk_Equity,Issuer_270,SPOT,5848.065377274687,2,Bigger_Portfolio
azhlasrequ,Risk_Equity,Issuer_270,REPO,-96254.38097326957,2,Bigger_Portfolio
nwwigjntat,Risk_Equity,Issuer_271,SPOT,2702.007989656835,2,Bigger_Portfolio
nwwigjntat,Risk_Equity,Issuer_271,REPO,2330.2784732420114,2,Bigger_Portfolio
bavaaayejr,Risk_Equity,Issuer_272,SPOT,14917.516180167395,2,Bigger_Portfolio
wiqciehcpw,Risk_Equity,Issuer_273,SPOT,-5711.937908025285,2,Bigger_Portfolio
wiqciehcpw,Risk_Equity,Issuer_273,REPO,-32281.022673314103,2,Bigger_Portfolio
iuzwydzkqd,Risk_Equity,Issuer_274,SPOT,-10582.638982503051,2,Bigger_Portfolio
ygcjgqohzi,Risk_Equity,Issuer_275,SPOT,-50850.83334314181,2,Bigger_Portfolio
tcbtkeugsi,Risk_Equity,Issuer_276,SPOT,-26735.08490253704,2,Bigger_Portfolio
tcbtkeugsi,Risk_Equity,Issuer_276,REPO,2541.6506018555233,2,Bigger_Portfolio
daibyhdlby,Risk_Equity,Issuer_277,SPOT,-76732.69461674559,2,Bigger_Portfolio
daibyhdlby,Risk_Equity,Issuer_277,REPO,-49798.47117975151,2,Bigger_Portfolio
meqzfoevbd,Risk_Equity,Issuer_278,SPOT,-40125.57444467388,2,Bigger_Portfolio
tpoxfjvrlg,Risk_Equity,Issuer_279,SPOT,-42316.06993994353,2,Bigger_Portfolio
tpoxfjvrlg,Risk_Equity,Issuer_279,REPO,-84606.57367395468,2,Bigger_Portfolio
ueqfpkrerc,Risk_Equity,Issuer_280,SPOT,-5506.251854932359,2,Bigger_Portfolio
tmqdwlgpkt,Risk_Equity,Issuer_281,SPOT,-1870.6858815995365,2,Bigger_Portfolio
ilqpjijbjf,Risk_Equity,Issuer_282,SPOT,43997.15729385879,2,Bigger_Portfolio
ilqpjijbjf,Risk_Equity,Issuer_282,REPO,46674.80534681596,2,Bigger_Portfolio
nhlfpmtjdk,Risk_Equity,Issuer_283,SPOT,72554.74632279281,2,Bigger_Portfolio
arkgvrwvua,Risk_Equity,Issuer_284,SPOT,-61951.44803360264,2,Bigger_Portfolio
arkgvrwvua,Risk_Equity,Issuer_284,REPO,50727.34763600043,2,Bigger_Portfolio
lnxfmqeywf,Risk_Equity,Issuer_285,SPOT,27411.89359428697,2,Bigger_Portfolio
lnxfmqeywf,Risk_Equity,Issuer_285,REPO,38100.91947047989,2,Bigger_Portfolio
mibnsldfbk,Risk_Equity,Issuer_286,SPOT,-97531.52721764636,2,Bigger_Portfolio
mibnsldfbk,Risk_Equity,Issuer_286,REPO,85638.53229410929,2,Bigger_Portfolio
kxrojduvje,Risk_Equity,Issuer_287,SPOT,-22576.03721139908,2,Bigger_Portfolio
tnkpqaaooc,Risk_Equity,Issuer_288,SPOT,93228.74551705165,2,Bigger_Portfolio
cltctwuqbi,Risk_Equity,Issuer_289,SPOT,52267.688996407196,2,Bigger_Portfolio
cltctwuqbi,Risk_Equity,Issuer_289,REPO,13040.857764303522,2,Bigger_Portfolio
suefhtghad,Risk_Equity,Issuer_290,SPOT,-50465.12146169419,2,Bigger_Portfolio
suefhtghad,Risk_Equity,Issuer_290,REPO,-75350.00799848181,2,Bigger_Portfolio
nyyplzpekl,Risk_Equity,Issuer_291,SPOT,-28052.866020233385,2,Bigger_Portfolio
msjohrzmtz,Risk_Equity,Issuer_292,SPOT,-17602.83400298479,2,Bigger_Portfolio
zofkcmmhmf,Risk_Equity,Issuer_293,SPOT,-72917.2153660518,2,Bigger_Portfolio
zofkcmmhmf,Risk_Equity,Issuer_293,REPO,94841.62007643496,2,Bigger_Portfolio
ngdvegskra,Risk_Equity,Issuer_294,SPOT,23044.54877339076,2,Bigger_Portfolio
ngdvegskra,Risk_Equity,Issuer_294,REPO,70552.67157856625,2,Bigger_Portfolio
xqeaypovov,Risk_Equity,Issuer_295,SPOT,-53714.60037214896,2,Bigger_Portfolio
hepegvwqyc,Risk_Equity,Issuer_296,SPOT,599.8735934053839,2,Bigger_Portfolio
bxtuigpvcg,Risk_Equity,Issuer_297,SPOT,54087.55892341485,2,Bigger_Portfolio
bxtuigpvcg,Risk_Equity,Issuer_297,REPO,67797.63419459057,2,Bigger_Portfolio
wzpkrxtogf,Risk_Equity,Issuer_298,SPOT,94033.9197670767,2,Bigger_Portfolio
mmihnvbumu,Risk_Equity,Issuer_299,SPOT,13461.130896307644,2,Bigger_Portfolio
dppfvlzxcm,Risk_Equity,Issuer_300,SPOT,28646.945752116466,2,Bigger_Portfolio
wdejfozunf,Risk_Equity,Issuer_301,SPOT,-76711.38665441153,2,Bigger_Portfolio
vqnczqbsro,Risk_Equity,Issuer_302,SPOT,-68533.44146612128,2,Bigger_Portfolio
usukiknzly,Risk_Equity,Issuer_303,SPOT,-44375.36583585774,2,Bigger_Portfolio
akysgwknve,Risk_Equity,Issuer_304,SPOT,9074.366203692683,2,Bigger_Portfolio
akysgwknve,Risk_Equity,Issuer_304,REPO,18716.10508751596,2,Bigger_Portfolio
rmydfbotlq,Risk_Equity,Issuer_305,SPOT,-55061.06387829872,2,Bigger_Portfolio
vgbtysuchb,Risk_Equity,Issuer_306,SPOT,-17908.71243236962,2,Bigger_Portfolio
glwfkouugl,Risk_Equity,Issuer_307,SPOT,41346.122964103415,2,Bigger_Portfolio
exfqavutrw,Risk_Equity,Issuer_308,SPOT,-54170.52973763625,2,Bigger_Portfolio
hverhgmtxx,Risk_Equity,Issuer_309,SPOT,-33918.12036771083,2,Bigger_Portfolio
eraqflghyt,Risk_Equity,Issuer_310,SPOT,62961.83688786617,2,Bigger_Portfolio
cuhcowmjar,Risk_Equity,Issuer_311,SPOT,-22912.753866883897,2,Bigger_Portfolio
dcdjafntht,Risk_Equity,Issuer_312,SPOT,9044.804779787111,2,Bigger_Portfolio
iecciuwlpx,Risk_Equity,Issuer_313,SPOT,-27125.676364374933,2,Bigger_Portfolio
iecciuwlpx,Risk_Equity,Issuer_313,REPO,26286.668391850253,2,Bigger_Portfolio
gvnuqvswnb,Risk_Equity,Issuer_314,SPOT,45202.79926771989,2,Bigger_Portfolio
wqwufwrflk,Risk_Equity,Issuer_315,SPOT,34733.58898556273,2,Bigger_Portfolio
wqwufwrflk,Risk_Equity,Issuer_315,REPO,-38609.9756548618,2,Bigger_Portfolio
eqscqwxdqp,Risk_Equity,Issuer_316,SPOT,-13172.468324320971,2,Bigger_Portfolio
tdxvovqpfm,Risk_Equity,Issuer_317,SPOT,58072.1028146614,2,Bigger_Portfolio
tdxvovqpfm,Risk_Equity,Issuer_317,REPO,-94651.80898825887,2,Bigger_Portfolio
eercuphoep,Risk_Equity,Issuer_318,SPOT,-55807.05556324253,2,Bigger_Portfolio
eercuphoep,Risk_Equity,Issuer_318,REPO,78297.79170242892,2,Bigger_Portfolio
kushkllkha,Risk_Equity,Issuer_319,SPOT,-57265.80357189722,2,Bigger_Portfolio
kushkllkha,Risk_Equity,Issuer_319,REPO,59549.16890738548,2,Bigger_Portfolio
uldymmkxis,Risk_Equity,Issuer_320,SPOT,24510.90895706516,2,Bigger_Portfolio
uldymmkxis,Risk_Equity,Issuer_320,REPO,66452.38443934909,2,Bigger_Portfolio
mmpkobcthj,Risk_Equity,Issuer_321,SPOT,-86513.35030726946,2,Bigger_Portfolio
plihncwbzq,Risk_Equity,Issuer_322,SPOT,-42583.3327919704,2,Bigger_Portfolio
plihncwbzq,Risk_Equity,Issuer_322,REPO,72421.12129569157,2,Bigger_Portfolio
hyfscdulhe,Risk_Equity,Issuer_323,SPOT,24760.25159498552,2,Bigger_Portfolio
muhhvucoid,Risk_Equity,Issuer_324,SPOT,64791.20500119191,2,Bigger_Portfolio
yeqjvupaxs,Risk_Equity,Issuer_325,SPOT,31784.07295882853,2,Bigger_Portfolio
etxzhkecqd,Risk_Equity,Issuer_326,SPOT,-57729.994360826124,2,Bigger_Portfolio
sofczdncrw,Risk_Equity,Issuer_327,SPOT,43510.87327165765,2,Bigger_Portfolio
