AsOfDate,TimePoint,SurvivalProbabilityId,SurvivalProbability
2020-09-07,1498,Cosco Co.,0.9813071972362114
2020-09-07,1589,Cosco Co.,0.9810422442929576
2020-09-07,1680,Cosco Co.,0.9793636810129723
2020-09-07,1772,Cosco Co.,0.9783519983304859
2020-09-07,1863,Cosco Co.,0.9762260394381138
2020-09-07,2046,Cosco Co.,0.9729254191987736
2020-09-07,2228,Cosco Co.,0.970714932646354
2020-09-07,2411,Cosco Co.,0.967909566491006
2020-09-07,2593,Cosco Co.,0.9663018687010645
2020-09-07,2786,Cosco Co.,0.9644591310374515
2020-09-07,2978,Cosco Co.,0.9596792715840299
2020-09-07,3171,Cosco Co.,0.959669674791314
2020-09-07,3364,Cosco Co.,0.9543962899283358
2020-09-07,3556,Cosco Co.,0.9520284327330236
2020-09-07,3749,Cosco Co.,0.9511468544043128
2020-09-07,3931,Cosco Co.,0.9463292955867549
2020-09-07,4114,Cosco Co.,0.9394712471816377
2020-09-07,4479,Cosco Co.,0.9340176165917482
2020-09-07,4845,Cosco Co.,0.9328939933989883
2020-09-07,5210,Cosco Co.,0.9305860136593191
2020-09-07,5575,Cosco Co.,0.9283619130866734
2020-09-07,5940,Cosco Co.,0.9260957816568288
2020-09-07,6305,Cosco Co.,0.9159216933995469
2020-09-07,6671,Cosco Co.,0.9081079654331553
2020-09-07,7036,Cosco Co.,0.9013362043349202
2020-09-07,7218,Cosco Co.,0.8902326436337183
2020-09-07,7401,Cosco Co.,0.8866405549166564
2020-09-07,7593,Cosco Co.,0.8849390916917713
2020-09-07,7968,Cosco Co.,0.8784321345505618
2020-09-07,8342,Cosco Co.,0.8647268363873039
2020-09-07,8717,Cosco Co.,0.8520594529610662
2020-09-07,9092,Cosco Co.,0.8511272999195267
2020-09-07,9467,Cosco Co.,0.8476683185726538
2020-09-07,9842,Cosco Co.,0.8420262382442343
2020-09-07,10216,Cosco Co.,0.8281252270770603
2020-09-07,10591,Cosco Co.,0.8203193186866319
2020-09-07,10966,Cosco Co.,0.8075387437014941
2020-09-07,14600,Cosco Co.,0.792711524828391
2020-09-07,18250,Cosco Co.,0.7871657150006915
2020-09-07,0,Rockwell Automation Inc.,1.0
2020-09-07,1,Rockwell Automation Inc.,0.999999
2020-09-07,2,Rockwell Automation Inc.,0.999997000002
2020-09-07,3,Rockwell Automation Inc.,0.99999100002
2020-09-07,4,Rockwell Automation Inc.,0.9999830000919998
2020-09-07,5,Rockwell Automation Inc.,0.9999790001599995
2020-09-07,6,Rockwell Automation Inc.,0.9999710003279982
2020-09-07,7,Rockwell Automation Inc.,0.9999620005889953
2020-09-07,8,Rockwell Automation Inc.,0.999958000740993
2020-09-07,9,Rockwell Automation Inc.,0.99995400090899
2020-09-07,10,Rockwell Automation Inc.,0.9999480011849846
2020-09-07,11,Rockwell Automation Inc.,0.9999390016529739
2020-09-07,12,Rockwell Automation Inc.,0.9999250025069507
2020-09-07,13,Rockwell Automation Inc.,0.9999200028819382
2020-09-07,14,Rockwell Automation Inc.,0.9999130034419179
2020-09-07,15,Rockwell Automation Inc.,0.9998920052688456
2020-09-07,16,Rockwell Automation Inc.,0.999868007860719
2020-09-07,17,Rockwell Automation Inc.,0.9998550095766168
2020-09-07,18,Rockwell Automation Inc.,0.9998240140713199
2020-09-07,19,Rockwell Automation Inc.,0.9998140158311792
2020-09-07,20,Rockwell Automation Inc.,0.9998060173190526
2020-09-07,21,Rockwell Automation Inc.,0.9997890206167581
2020-09-07,22,Rockwell Automation Inc.,0.9997540280010365
2020-09-07,23,Rockwell Automation Inc.,0.9997520284929805
2020-09-07,24,Rockwell Automation Inc.,0.9997360324605246
2020-09-07,25,Rockwell Automation Inc.,0.9997190369479727
2020-09-07,26,Rockwell Automation Inc.,0.9996700507151624
2020-09-07,28,Rockwell Automation Inc.,0.999657055004503
2020-09-07,36,Rockwell Automation Inc.,0.9996320635781278
2020-09-07,43,Rockwell Automation Inc.,0.9996170690971742
2020-09-07,50,Rockwell Automation Inc.,0.9995980763728612
2020-09-07,57,Rockwell Automation Inc.,0.9995181085267514
2020-09-07,66,Rockwell Automation Inc.,0.9994921210559297
2020-09-07,73,Rockwell Automation Inc.,0.9994711317213875
2020-09-07,80,Rockwell Automation Inc.,0.9994441460008311
2020-09-07,87,Rockwell Automation Inc.,0.999432152671079
2020-09-07,96,Rockwell Automation Inc.,0.9992702446623463
2020-09-07,128,Rockwell Automation Inc.,0.999250259257453
2020-09-07,159,Rockwell Automation Inc.,0.999219282499416
2020-09-07,191,Rockwell Automation Inc.,0.9990703988263236
2020-09-07,223,Rockwell Automation Inc.,0.9989754871384351
2020-09-07,254,Rockwell Automation Inc.,0.9988076592565959
2020-09-07,286,Rockwell Automation Inc.,0.9986388607621814
2020-09-07,318,Rockwell Automation Inc.,0.998351252770282
2020-09-07,349,Rockwell Automation Inc.,0.9981605676810029
2020-09-07,381,Rockwell Automation Inc.,0.9975826327123156
2020-09-07,412,Rockwell Automation Inc.,0.9973631645331189
2020-09-07,444,Rockwell Automation Inc.,0.9969911480727481
2020-09-07,478,Rockwell Automation Inc.,0.996768819046728
2020-09-07,509,Rockwell Automation Inc.,0.996236544497357
2020-09-07,541,Rockwell Automation Inc.,0.9954156455846912
2020-09-07,574,Rockwell Automation Inc.,0.9947118867232628
2020-09-07,605,Rockwell Automation Inc.,0.9938027200587978
2020-09-07,637,Rockwell Automation Inc.,0.9930136406990712
2020-09-07,671,Rockwell Automation Inc.,0.9927981567390395
2020-09-07,702,Rockwell Automation Inc.,0.9920515725251717
2020-09-07,734,Rockwell Automation Inc.,0.9910982109639751
2020-09-07,767,Rockwell Automation Inc.,0.9905818487960629
2020-09-07,858,Rockwell Automation Inc.,0.9905174609758912
2020-09-07,950,Rockwell Automation Inc.,0.9898934349754763
2020-09-07,1041,Rockwell Automation Inc.,0.989176752128554
2020-09-07,1132,Rockwell Automation Inc.,0.988507079467363
2020-09-07,1223,Rockwell Automation Inc.,0.9882391940488274
2020-09-07,1315,Rockwell Automation Inc.,0.9877717569100424
2020-09-07,1406,Rockwell Automation Inc.,0.9855285272500997
2020-09-07,1498,Rockwell Automation Inc.,0.9828311356710162
2020-09-07,1589,Rockwell Automation Inc.,0.9800487407259316
2020-09-07,1680,Rockwell Automation Inc.,0.9798497908315642
2020-09-07,1772,Rockwell Automation Inc.,0.9775099095310584
2020-09-07,1863,Rockwell Automation Inc.,0.9747347588978997
2020-09-07,2046,Rockwell Automation Inc.,0.9723300882476986
2020-09-07,2228,Rockwell Automation Inc.,0.9708832610763861
2020-09-07,2411,Rockwell Automation Inc.,0.9687016863887475
2020-09-07,2593,Rockwell Automation Inc.,0.9659631667213265
2020-09-07,2786,Rockwell Automation Inc.,0.9631058476741648
2020-09-07,2978,Rockwell Automation Inc.,0.9583914445497997
2020-09-07,3171,Rockwell Automation Inc.,0.9580128799292026
2020-09-07,3364,Rockwell Automation Inc.,0.9536855357505624
2020-09-07,3556,Rockwell Automation Inc.,0.9529407073471412
2020-09-07,3749,Rockwell Automation Inc.,0.9491518150947289
2020-09-07,3931,Rockwell Automation Inc.,0.9467438169398336
2020-09-07,4114,Rockwell Automation Inc.,0.9425450081117054
2020-09-07,4479,Rockwell Automation Inc.,0.9399171926290899
2020-09-07,4845,Rockwell Automation Inc.,0.9333086348477148
2020-09-07,5210,Rockwell Automation Inc.,0.925529507376259
2020-09-07,5575,Rockwell Automation Inc.,0.9170646145017958
2020-09-07,5940,Rockwell Automation Inc.,0.9146279738210644
2020-09-07,6305,Rockwell Automation Inc.,0.9111267779372774
2020-09-07,6671,Rockwell Automation Inc.,0.9108352173683374
2020-09-07,7036,Rockwell Automation Inc.,0.9012523200464051
2020-09-07,7218,Rockwell Automation Inc.,0.8915404250455851
2020-09-07,7401,Rockwell Automation Inc.,0.8887766497279437
2020-09-07,7593,Rockwell Automation Inc.,0.8780535594489761
2020-09-07,7968,Rockwell Automation Inc.,0.8765397951124861
2020-09-07,8342,Rockwell Automation Inc.,0.8651780862882381
2020-09-07,8717,Rockwell Automation Inc.,0.854617722567004
2020-09-07,9092,Rockwell Automation Inc.,0.8505608522379784
2020-09-07,9467,Rockwell Automation Inc.,0.8353485713957022
2020-09-07,9842,Rockwell Automation Inc.,0.8338374258300474
2020-09-07,10216,Rockwell Automation Inc.,0.8335464165684326
2020-09-07,10591,Rockwell Automation Inc.,0.8321268870210166
2020-09-07,10966,Rockwell Automation Inc.,0.8203431381739119
2020-09-07,14600,Rockwell Automation Inc.,0.8118452036055683
2020-09-07,18250,Rockwell Automation Inc.,0.8050671080006654
2020-09-07,0,Formosa Plastics Corporation,1.0
2020-09-07,1,Formosa Plastics Corporation,0.999999
2020-09-07,2,Formosa Plastics Corporation,0.999997000002
2020-09-07,3,Formosa Plastics Corporation,0.9999960000049999
2020-09-07,4,Formosa Plastics Corporation,0.9999920000209999
2020-09-07,5,Formosa Plastics Corporation,0.9999820001009996
2020-09-07,6,Formosa Plastics Corporation,0.9999730002629986
2020-09-07,7,Formosa Plastics Corporation,0.9999600006139953
2020-09-07,8,Formosa Plastics Corporation,0.9999480010939878
2020-09-07,9,Formosa Plastics Corporation,0.9999400015099791
2020-09-07,10,Formosa Plastics Corporation,0.999920002709949
2020-09-07,11,Formosa Plastics Corporation,0.9999020041499002
2020-09-07,12,Formosa Plastics Corporation,0.9998870056198379
2020-09-07,13,Formosa Plastics Corporation,0.9998800064107985
2020-09-07,14,Formosa Plastics Corporation,0.9998730072507537
2020-09-07,15,Formosa Plastics Corporation,0.9998580091556449
2020-09-07,16,Formosa Plastics Corporation,0.9998490104335626
2020-09-07,17,Formosa Plastics Corporation,0.9998280136043434
2020-09-07,18,Formosa Plastics Corporation,0.9998070172160576
2020-09-07,19,Formosa Plastics Corporation,0.9998040177950059
2020-09-07,20,Formosa Plastics Corporation,0.9997950195588458
2020-09-07,21,Formosa Plastics Corporation,0.9997620263232003
2020-09-07,22,Formosa Plastics Corporation,0.9997390317965948
2020-09-07,23,Formosa Plastics Corporation,0.9997260351891815
2020-09-07,24,Formosa Plastics Corporation,0.9996810475175979
2020-09-07,25,Formosa Plastics Corporation,0.9996760491123603
2020-09-07,26,Formosa Plastics Corporation,0.9996490578590342
2020-09-07,28,Formosa Plastics Corporation,0.9996220673344721
2020-09-07,36,Formosa Plastics Corporation,0.9995760847193748
2020-09-07,43,Formosa Plastics Corporation,0.9995460974368332
2020-09-07,50,Formosa Plastics Corporation,0.9995211087843973
2020-09-07,57,Formosa Plastics Corporation,0.9994531413489999
2020-09-07,66,Formosa Plastics Corporation,0.9993382042377448
2020-09-07,73,Formosa Plastics Corporation,0.9992162849768278
2020-09-07,80,Formosa Plastics Corporation,0.9991533343508743
2020-09-07,87,Formosa Plastics Corporation,0.999141344510862
2020-09-07,96,Formosa Plastics Corporation,0.9990124552774201
2020-09-07,128,Formosa Plastics Corporation,0.9989535135425588
2020-09-07,159,Formosa Plastics Corporation,0.9988905794712056
2020-09-07,191,Formosa Plastics Corporation,0.9986788146683577
2020-09-07,223,Formosa Plastics Corporation,0.9984780802266093
2020-09-07,254,Formosa Plastics Corporation,0.9984411365376409
2020-09-07,286,Formosa Plastics Corporation,0.9981326182264507
2020-09-07,318,Formosa Plastics Corporation,0.998107664910995
2020-09-07,349,Formosa Plastics Corporation,0.997647537277471
2020-09-07,381,Formosa Plastics Corporation,0.9975198383926995
2020-09-07,412,Formosa Plastics Corporation,0.9972684633934246
2020-09-07,444,Formosa Plastics Corporation,0.9968655669342136
2020-09-07,478,Formosa Plastics Corporation,0.9965934226344406
2020-09-07,509,Formosa Plastics Corporation,0.9956386861355567
2020-09-07,541,Formosa Plastics Corporation,0.9952623347121975
2020-09-07,574,Formosa Plastics Corporation,0.9951538511177138
2020-09-07,605,Formosa Plastics Corporation,0.9948373921930583
2020-09-07,637,Formosa Plastics Corporation,0.9947110478442499
2020-09-07,671,Formosa Plastics Corporation,0.9942196605866148
2020-09-07,702,Formosa Plastics Corporation,0.9928973484380347
2020-09-07,734,Formosa Plastics Corporation,0.9920285632581514
2020-09-07,767,Formosa Plastics Corporation,0.9909889173238569
2020-09-07,858,Formosa Plastics Corporation,0.9909482867782466
2020-09-07,950,Formosa Plastics Corporation,0.9898582436627906
2020-09-07,1041,Formosa Plastics Corporation,0.98837444615554
2020-09-07,1132,Formosa Plastics Corporation,0.987726072518862
2020-09-07,1223,Formosa Plastics Corporation,0.9874663005617895
2020-09-07,1315,Formosa Plastics Corporation,0.9874593882976855
2020-09-07,1406,Formosa Plastics Corporation,0.9852109432705317
2020-09-07,1498,Formosa Plastics Corporation,0.9849961672848987
2020-09-07,1589,Formosa Plastics Corporation,0.9830281449426634
2020-09-07,1680,Formosa Plastics Corporation,0.980205871138533
2020-09-07,1772,Formosa Plastics Corporation,0.9770594102921782
2020-09-07,1863,Formosa Plastics Corporation,0.9758048660093631
2020-09-07,2046,Formosa Plastics Corporation,0.973185805748994
2020-09-07,2228,Formosa Plastics Corporation,0.9721610410955404
2020-09-07,2411,Formosa Plastics Corporation,0.9681207398087474
2020-09-07,2593,Formosa Plastics Corporation,0.9676376475595828
2020-09-07,2786,Formosa Plastics Corporation,0.9648421423957833
2020-09-07,2978,Formosa Plastics Corporation,0.9609798792997729
2020-09-07,3171,Formosa Plastics Corporation,0.9570888717684881
2020-09-07,3364,Formosa Plastics Corporation,0.9559700348773907
2020-09-07,3556,Formosa Plastics Corporation,0.9525400143922507
2020-09-07,3749,Formosa Plastics Corporation,0.9509807063886905
2020-09-07,3931,Formosa Plastics Corporation,0.9490064704422275
2020-09-07,4114,Formosa Plastics Corporation,0.9474576918824659
2020-09-07,4479,Formosa Plastics Corporation,0.9464903375790539
2020-09-07,4845,Formosa Plastics Corporation,0.9459338012605574
2020-09-07,5210,Formosa Plastics Corporation,0.9400548226857229
2020-09-07,5575,Formosa Plastics Corporation,0.9399984193963618
2020-09-07,5940,Formosa Plastics Corporation,0.934994807809915
2020-09-07,6305,Formosa Plastics Corporation,0.924384486730888
2020-09-07,6671,Formosa Plastics Corporation,0.9224858009951428
2020-09-07,7036,Formosa Plastics Corporation,0.9175136025277789
2020-09-07,7218,Formosa Plastics Corporation,0.9165951714116486
2020-09-07,7401,Formosa Plastics Corporation,0.9046198554971554
2020-09-07,7593,Formosa Plastics Corporation,0.9040571819470362
2020-09-07,7968,Formosa Plastics Corporation,0.893904619793771
2020-09-07,8342,Formosa Plastics Corporation,0.8847581877240411
2020-09-07,8717,Formosa Plastics Corporation,0.8783675793341104
2020-09-07,9092,Formosa Plastics Corporation,0.8707951724326709
2020-09-07,9467,Formosa Plastics Corporation,0.8630346458559509
2020-09-07,9842,Formosa Plastics Corporation,0.8617875607926891
2020-09-07,10216,Formosa Plastics Corporation,0.846901904255117
2020-09-07,10591,Formosa Plastics Corporation,0.8433804861372243
2020-09-07,10966,Formosa Plastics Corporation,0.8407702235326295
2020-09-07,14600,Formosa Plastics Corporation,0.8273246261178957
2020-09-07,18250,Formosa Plastics Corporation,0.8086221256198746
2020-09-07,0,Sumitomo Electric,1.0
2020-09-07,1,Sumitomo Electric,0.999998
2020-09-07,2,Sumitomo Electric,0.9999940000080001
2020-09-07,3,Sumitomo Electric,0.999991000026
2020-09-07,4,Sumitomo Electric,0.9999880000529999
2020-09-07,5,Sumitomo Electric,0.9999860000769998
2020-09-07,6,Sumitomo Electric,0.9999770002029991
2020-09-07,7,Sumitomo Electric,0.9999650004789966
2020-09-07,8,Sumitomo Electric,0.9999510009689899
2020-09-07,9,Sumitomo Electric,0.9999420014099811
2020-09-07,10,Sumitomo Electric,0.9999350018159712
2020-09-07,11,Sumitomo Electric,0.9999300021409621
2020-09-07,12,Sumitomo Electric,0.9999110034709214
2020-09-07,13,Sumitomo Electric,0.9998920051618555
2020-09-07,14,Sumitomo Electric,0.999864008185711
2020-09-07,15,Sumitomo Electric,0.9998510099536045
2020-09-07,16,Sumitomo Electric,0.9998480104005747
2020-09-07,17,Sumitomo Electric,0.9998430111605227
2020-09-07,18,Sumitomo Electric,0.9998380119454668
2020-09-07,19,Sumitomo Electric,0.9998080168051086
2020-09-07,20,Sumitomo Electric,0.9997780225646045
2020-09-07,21,Sumitomo Electric,0.9997590267821758
2020-09-07,22,Sumitomo Electric,0.999753028228015
2020-09-07,23,Sumitomo Electric,0.9997510287219586
2020-09-07,24,Sumitomo Electric,0.9997450302157863
2020-09-07,25,Sumitomo Electric,0.9997100391397288
2020-09-07,26,Sumitomo Electric,0.9997040408794939
2020-09-07,28,Sumitomo Electric,0.9996550553814908
2020-09-07,36,Sumitomo Electric,0.9995970753882787
2020-09-07,43,Sumitomo Electric,0.99954909472866
2020-09-07,50,Sumitomo Electric,0.9994791262920291
2020-09-07,57,Sumitomo Electric,0.9994361486895985
2020-09-07,66,Sumitomo Electric,0.999322212968648
2020-09-07,73,Sumitomo Electric,0.9992762441468515
2020-09-07,80,Sumitomo Electric,0.9991353461964267
2020-09-07,87,Sumitomo Electric,0.9990044594660751
2020-09-07,96,Sumitomo Electric,0.9988635998372903
2020-09-07,128,Sumitomo Electric,0.9988256430204965
2020-09-07,159,Sumitomo Electric,0.9987916829486337
2020-09-07,191,Sumitomo Electric,0.9985949209870929
2020-09-07,223,Sumitomo Electric,0.9984511233184707
2020-09-07,254,Sumitomo Electric,0.9982933680409865
2020-09-07,286,Sumitomo Electric,0.9981825574771339
2020-09-07,318,Sumitomo Electric,0.9979390009331095
2020-09-07,349,Sumitomo Electric,0.9974160808966205
2020-09-07,381,Sumitomo Electric,0.9969064012792823
2020-09-07,412,Sumitomo Electric,0.9966322520189305
2020-09-07,444,Sumitomo Electric,0.996610326109386
2020-09-07,478,Sumitomo Electric,0.9959156887120878
2020-09-07,509,Sumitomo Electric,0.9954924245443851
2020-09-07,541,Sumitomo Electric,0.9948025482941759
2020-09-07,574,Sumitomo Electric,0.994349913134702
2020-09-07,605,Sumitomo Electric,0.9934758795610567
2020-09-07,637,Sumitomo Electric,0.993090410919787
2020-09-07,671,Sumitomo Electric,0.991889764612985
2020-09-07,702,Sumitomo Electric,0.9918302512271082
2020-09-07,734,Sumitomo Electric,0.9910576154614024
2020-09-07,767,Sumitomo Electric,0.9899525862201629
2020-09-07,858,Sumitomo Electric,0.9886587181899732
2020-09-07,950,Sumitomo Electric,0.9871292631529334
2020-09-07,1041,Sumitomo Electric,0.9867531669036722
2020-09-07,1132,Sumitomo Electric,0.9853075735141583
2020-09-07,1223,Sumitomo Electric,0.9845449454522583
2020-09-07,1315,Sumitomo Electric,0.9827767027302261
2020-09-07,1406,Sumitomo Electric,0.9821487084171815
2020-09-07,1498,Sumitomo Electric,0.9813079891227764
2020-09-07,1589,Sumitomo Electric,0.9801873353991982
2020-09-07,1680,Sumitomo Electric,0.9781318825568661
2020-09-07,1772,Sumitomo Electric,0.9765199212144124
2020-09-07,1863,Sumitomo Electric,0.9754262189026522
2020-09-07,2046,Sumitomo Electric,0.9742771668167849
2020-09-07,2228,Sumitomo Electric,0.9712744445886556
2020-09-07,2411,Sumitomo Electric,0.9692911021728056
2020-09-07,2593,Sumitomo Electric,0.9672216656696666
2020-09-07,2786,Sumitomo Electric,0.9627482654659444
2020-09-07,2978,Sumitomo Electric,0.9583350274170485
2020-09-07,3171,Sumitomo Electric,0.9565745659716833
2020-09-07,3364,Sumitomo Electric,0.9518596099360089
2020-09-07,3556,Sumitomo Electric,0.9481939985781453
2020-09-07,3749,Sumitomo Electric,0.9453105406284692
2020-09-07,3931,Sumitomo Electric,0.941967922556807
2020-09-07,4114,Sumitomo Electric,0.9357179653906426
2020-09-07,4479,Sumitomo Electric,0.9349441266332644
2020-09-07,4845,Sumitomo Electric,0.9332023257253467
2020-09-07,5210,Sumitomo Electric,0.9292651451131114
2020-09-07,5575,Sumitomo Electric,0.9257218571147952
2020-09-07,5940,Sumitomo Electric,0.9179494964024594
2020-09-07,6305,Sumitomo Electric,0.9117900552815988
2020-09-07,6671,Sumitomo Electric,0.9045987671155928
2020-09-07,7036,Sumitomo Electric,0.8948001532701968
2020-09-07,7218,Sumitomo Electric,0.8860132157650834
2020-09-07,7401,Sumitomo Electric,0.881541507065117
2020-09-07,7593,Sumitomo Electric,0.8727313812435082
2020-09-07,7968,Sumitomo Electric,0.8666222615748037
2020-09-07,8342,Sumitomo Electric,0.8656178463736385
2020-09-07,8717,Sumitomo Electric,0.8525123921795417
2020-09-07,9092,Sumitomo Electric,0.8461824876676085
2020-09-07,9467,Sumitomo Electric,0.8406619931180651
2020-09-07,9842,Sumitomo Electric,0.8374010652467602
2020-09-07,10216,Sumitomo Electric,0.8327225054952265
2020-09-07,10591,Sumitomo Electric,0.8248990775560989
2020-09-07,10966,Sumitomo Electric,0.8160891554077998
2020-09-07,14600,Sumitomo Electric,0.8073104843630782
2020-09-07,18250,Sumitomo Electric,0.7867030769392263
2020-09-07,0,China Life Insurance Company Limited,1.0
2020-09-07,1,China Life Insurance Company Limited,0.999999
2020-09-07,2,China Life Insurance Company Limited,0.9999950000039999
2020-09-07,3,China Life Insurance Company Limited,0.9999920000189999
2020-09-07,4,China Life Insurance Company Limited,0.9999890000429998
2020-09-07,5,China Life Insurance Company Limited,0.9999870000649997
2020-09-07,6,China Life Insurance Company Limited,0.9999830001169995
2020-09-07,7,China Life Insurance Company Limited,0.999979000184999
2020-09-07,8,China Life Insurance Company Limited,0.9999670004369967
2020-09-07,9,China Life Insurance Company Limited,0.9999650005029957
2020-09-07,10,China Life Insurance Company Limited,0.9999510009929887
2020-09-07,11,China Life Insurance Company Limited,0.9999300020219679
2020-09-07,12,China Life Insurance Company Limited,0.9999110033519295
2020-09-07,13,China Life Insurance Company Limited,0.9998990044198893
2020-09-07,14,China Life Insurance Company Limited,0.9998820061368141
2020-09-07,15,China Life Insurance Company Limited,0.9998640082607037
2020-09-07,16,China Life Insurance Company Limited,0.9998580090766541
2020-09-07,17,China Life Insurance Company Limited,0.9998500102125815
2020-09-07,18,China Life Insurance Company Limited,0.9998400117124793
2020-09-07,19,China Life Insurance Company Limited,0.9998280136323388
2020-09-07,20,China Life Insurance Company Limited,0.9998050175880252
2020-09-07,21,China Life Insurance Company Limited,0.9997630257772865
2020-09-07,22,China Life Insurance Company Limited,0.9997460298058483
2020-09-07,23,China Life Insurance Company Limited,0.9997290341233416
2020-09-07,24,China Life Insurance Company Limited,0.9996970427942496
2020-09-07,25,China Life Insurance Company Limited,0.9996830470356506
2020-09-07,26,China Life Insurance Company Limited,0.999665052740804
2020-09-07,28,China Life Insurance Company Limited,0.9996330634591163
2020-09-07,36,China Life Insurance Company Limited,0.9996240667615451
2020-09-07,43,China Life Insurance Company Limited,0.999591079167342
2020-09-07,50,China Life Insurance Company Limited,0.9995281049293545
2020-09-07,57,China Life Insurance Company Limited,0.9994411459842256
2020-09-07,66,China Life Insurance Company Limited,0.9994041666618242
2020-09-07,73,China Life Insurance Company Limited,0.9993092232659914
2020-09-07,80,China Life Insurance Company Limited,0.9991743165208504
2020-09-07,87,China Life Insurance Company Limited,0.9990893867039462
2020-09-07,96,China Life Insurance Company Limited,0.9990753994525323
2020-09-07,128,China Life Insurance Company Limited,0.9989425224244051
2020-09-07,159,China Life Insurance Company Limited,0.998930535114136
2020-09-07,191,China Life Insurance Company Limited,0.9988845843095208
2020-09-07,223,China Life Insurance Company Limited,0.9985070059366518
2020-09-07,254,China Life Insurance Company Limited,0.9983742045048621
2020-09-07,286,China Life Insurance Company Limited,0.9980936613533963
2020-09-07,318,China Life Insurance Company Limited,0.997601601178349
2020-09-07,349,China Life Insurance Company Limited,0.9973073087060014
2020-09-07,381,China Life Insurance Company Limited,0.996731862388878
2020-09-07,412,China Life Insurance Company Limited,0.9961906369876008
2020-09-07,444,China Life Insurance Company Limited,0.9959635055223677
2020-09-07,478,China Life Insurance Company Limited,0.9957573410767245
2020-09-07,509,China Life Insurance Company Limited,0.9955860708140594
2020-09-07,541,China Life Insurance Company Limited,0.9955143886169607
2020-09-07,574,China Life Insurance Company Limited,0.9953351960270096
2020-09-07,605,China Life Insurance Company Limited,0.9952247138202506
2020-09-07,637,China Life Insurance Company Limited,0.9945549275878496
2020-09-07,671,China Life Insurance Company Limited,0.9933047720438717
2020-09-07,702,China Life Insurance Company Limited,0.9928458652391874
2020-09-07,734,China Life Insurance Company Limited,0.9919314541973021
2020-09-07,767,China Life Insurance Company Limited,0.990663765798838
2020-09-07,858,China Life Insurance Company Limited,0.9901010687798643
2020-09-07,950,China Life Insurance Company Limited,0.9889070068909157
2020-09-07,1041,China Life Insurance Company Limited,0.9873425560060143
2020-09-07,1132,China Life Insurance Company Limited,0.9868567834684593
2020-09-07,1223,China Life Insurance Company Limited,0.9864561196143711
2020-09-07,1315,China Life Insurance Company Limited,0.9853650991460775
2020-09-07,1406,China Life Insurance Company Limited,0.9851098895853987
2020-09-07,1498,China Life Insurance Company Limited,0.9825180654658995
2020-09-07,1589,China Life Insurance Company Limited,0.9797994379787553
2020-09-07,1680,China Life Insurance Company Limited,0.9796563872608105
2020-09-07,1772,China Life Insurance Company Limited,0.9773061915877719
2020-09-07,1863,China Life Insurance Company Limited,0.9750945476762087
2020-09-07,2046,China Life Insurance Company Limited,0.9728274528528617
2020-09-07,2228,China Life Insurance Company Limited,0.9722515390007728
2020-09-07,2411,China Life Insurance Company Limited,0.9692910330645155
2020-09-07,2593,China Life Insurance Company Limited,0.9659217774335832
2020-09-07,2786,China Life Insurance Company Limited,0.9614939920058276
2020-09-07,2978,China Life Insurance Company Limited,0.9593363994877665
2020-09-07,3171,China Life Insurance Company Limited,0.9566253148228141
2020-09-07,3364,China Life Insurance Company Limited,0.9558686241987893
2020-09-07,3556,China Life Insurance Company Limited,0.9497281241569362
2020-09-07,3749,China Life Insurance Company Limited,0.9440107608495115
2020-09-07,3931,China Life Insurance Company Limited,0.941416619278697
2020-09-07,4114,China Life Insurance Company Limited,0.9362087025408472
2020-09-07,4479,China Life Insurance Company Limited,0.9316428126985555
2020-09-07,4845,China Life Insurance Company Limited,0.9307465723127396
2020-09-07,5210,China Life Insurance Company Limited,0.9268951429965094
2020-09-07,5575,China Life Insurance Company Limited,0.9182082817163462
2020-09-07,5940,China Life Insurance Company Limited,0.911206943568259
2020-09-07,6305,China Life Insurance Company Limited,0.9076924183869163
2020-09-07,6671,China Life Insurance Company Limited,0.9000405712999147
2020-09-07,7036,China Life Insurance Company Limited,0.8959237857267888
2020-09-07,7218,China Life Insurance Company Limited,0.8942905166654088
2020-09-07,7401,China Life Insurance Company Limited,0.889171597748016
2020-09-07,7593,China Life Insurance Company Limited,0.8810641311197496
2020-09-07,7968,China Life Insurance Company Limited,0.8783874582894078
2020-09-07,8342,China Life Insurance Company Limited,0.8730020647826354
2020-09-07,8717,China Life Insurance Company Limited,0.8675929439892422
2020-09-07,9092,China Life Insurance Company Limited,0.8592709924704974
2020-09-07,9467,China Life Insurance Company Limited,0.858134176947459
2020-09-07,9842,China Life Insurance Company Limited,0.8562780327227216
2020-09-07,10216,China Life Insurance Company Limited,0.8412246649074562
2020-09-07,10591,China Life Insurance Company Limited,0.8312780244695904
2020-09-07,10966,China Life Insurance Company Limited,0.824293626507997
2020-09-07,14600,China Life Insurance Company Limited,0.8183282135329586
2020-09-07,18250,China Life Insurance Company Limited,0.8130156267707026
2020-09-07,0,HSBC Holdings plc,1.0
2020-09-07,1,HSBC Holdings plc,0.999998
2020-09-07,2,HSBC Holdings plc,0.999996000004
2020-09-07,3,HSBC Holdings plc,0.999993000016
2020-09-07,4,HSBC Holdings plc,0.9999890000439999
2020-09-07,5,HSBC Holdings plc,0.9999860000769998
2020-09-07,6,HSBC Holdings plc,0.9999810001469994
2020-09-07,7,HSBC Holdings plc,0.9999710003369979
2020-09-07,8,HSBC Holdings plc,0.9999610006269946
