CombatID,Season,LocationID,Tickets Sold,Date
8938,1,21,1299,18/5/3001
8939,1,16,1956,18/5/3001
8940,1,14,1411,18/5/3001
8941,1,11,1982,18/5/3001
8942,1,11,1997,18/5/3001
8943,1,12,1926,18/5/3001
8944,1,21,1582,18/5/3001
8945,1,10,1956,18/5/3001
8946,1,11,2000,18/5/3001
8947,1,10,1931,18/5/3001
8948,1,20,1497,18/5/3001
8949,1,18,1897,18/5/3001
8950,1,4,1794,18/5/3001
8951,1,17,2000,18/5/3001
8952,1,8,2000,18/5/3001
8953,1,19,1878,18/5/3001
8954,1,7,1956,18/5/3001
8955,1,13,1941,18/5/3001
8956,1,1,1911,18/5/3001
8957,1,21,1880,18/5/3001
8958,1,20,1707,18/5/3001
8959,1,11,2000,18/5/3001
8960,1,10,1949,18/5/3001
8961,1,12,2000,18/5/3001
8962,1,1,1894,18/5/3001
8963,1,8,1927,18/5/3001
8964,1,8,1991,18/5/3001
8965,1,13,1893,18/5/3001
8966,1,13,2000,18/5/3001
8967,1,8,2000,18/5/3001
8968,1,1,1904,18/5/3001
8969,1,6,1807,18/5/3001
8970,1,17,1925,18/5/3001
8971,1,16,1862,18/5/3001
8972,1,12,1898,18/5/3001
8973,1,16,1810,18/5/3001
8974,1,15,1546,18/5/3001
8975,1,4,1835,18/5/3001
8976,1,5,1954,18/5/3001
8977,1,8,1934,18/5/3001
8978,1,1,1945,18/5/3001
8979,1,11,2000,18/5/3001
8980,1,21,1399,18/5/3001
8981,1,2,2000,18/5/3001
8982,1,17,2000,18/5/3001
8983,1,15,1632,18/5/3001
8984,1,8,1959,18/5/3001
8985,1,17,1952,18/5/3001
8986,1,21,1486,18/5/3001
8987,1,12,1942,18/5/3001
8988,1,15,1835,18/5/3001
8989,1,4,1775,18/5/3001
8990,1,8,1946,18/5/3001
8991,1,1,1909,18/5/3001
8992,1,20,1521,18/5/3001
8993,1,2,1996,18/5/3001
8994,1,1,1894,18/5/3001
8995,1,12,1987,18/5/3001
8996,1,11,1979,18/5/3001
8997,1,2,1934,18/5/3001
8998,1,11,2000,18/5/3001
8999,1,8,1924,18/5/3001
9000,1,11,2000,18/5/3001
9001,1,14,1803,19/5/3001
9002,1,18,1896,19/5/3001
9003,1,5,2000,19/5/3001
9004,1,20,1765,19/5/3001
9005,1,6,1802,19/5/3001
9006,1,11,2000,19/5/3001
9007,1,4,1869,19/5/3001
9008,1,19,1695,19/5/3001
9009,1,19,1880,19/5/3001
9010,1,15,1901,19/5/3001
9011,1,7,1959,19/5/3001
9012,1,8,2000,19/5/3001
9013,1,16,1964,19/5/3001
9014,1,21,1600,19/5/3001
9015,1,15,1812,19/5/3001
9016,1,8,1973,19/5/3001
9017,1,11,2000,19/5/3001
9018,1,5,1958,19/5/3001
9019,1,14,1260,19/5/3001
9020,1,13,2000,19/5/3001
9021,1,4,1850,19/5/3001
9022,1,4,1699,19/5/3001
9023,1,5,2000,19/5/3001
9024,1,10,2000,19/5/3001
9025,1,19,1868,19/5/3001
9026,1,18,1980,19/5/3001
9027,1,1,1884,19/5/3001
9028,1,17,1932,19/5/3001
9029,1,4,1716,19/5/3001
9030,1,15,1892,19/5/3001
9031,1,15,1554,19/5/3001
9032,1,8,2000,19/5/3001
9033,1,6,1908,19/5/3001
9034,1,13,1963,19/5/3001
9035,1,19,1835,19/5/3001
9036,1,4,1728,19/5/3001
9037,1,11,2000,19/5/3001
9038,1,11,2000,19/5/3001
9039,1,5,1963,19/5/3001
9040,1,1,1946,19/5/3001
9041,1,12,2000,19/5/3001
9042,1,7,1996,19/5/3001
9043,1,18,1801,19/5/3001
9044,1,10,2000,19/5/3001
9045,1,11,2000,19/5/3001
9046,1,12,1897,19/5/3001
9047,1,12,1986,19/5/3001
9048,1,10,1913,19/5/3001
9049,1,1,1894,19/5/3001
9050,1,16,1990,19/5/3001
9051,1,13,2000,19/5/3001
9052,1,17,1894,19/5/3001
9053,1,18,1965,19/5/3001
9054,1,10,1991,19/5/3001
9055,1,2,1938,19/5/3001
9056,1,8,1960,19/5/3001
9057,1,10,1903,19/5/3001
9058,1,14,1362,19/5/3001
9059,1,20,1500,19/5/3001
9060,1,21,1404,19/5/3001
9061,1,18,1852,19/5/3001
9062,1,6,1837,19/5/3001
9063,1,8,1942,19/5/3001
9064,1,21,1474,19/5/3001
9065,1,12,1999,19/5/3001
9066,1,8,1976,19/5/3001
9067,1,10,1935,19/5/3001
9068,1,4,1713,19/5/3001
9069,1,7,1897,19/5/3001
9070,1,10,1993,19/5/3001
9071,1,21,1868,19/5/3001
9072,1,11,2000,19/5/3001
9073,1,19,1897,19/5/3001
9074,1,18,1867,19/5/3001
9075,1,16,1843,19/5/3001
9076,1,12,1895,19/5/3001
9077,1,21,1564,19/5/3001
9078,1,14,1716,19/5/3001
9079,1,11,1972,19/5/3001
9080,1,21,1617,19/5/3001
9081,1,11,1966,19/5/3001
9082,1,15,1561,19/5/3001
9083,1,14,1269,19/5/3001
9084,1,14,1523,19/5/3001
9085,1,20,1759,19/5/3001
9086,1,21,1223,19/5/3001
9087,1,7,1890,19/5/3001
9088,1,8,1955,19/5/3001
9089,1,5,2000,19/5/3001
9090,1,20,1793,19/5/3001
9091,1,12,1920,19/5/3001
9092,1,20,1596,19/5/3001
9093,1,2,1985,19/5/3001
9094,1,14,1496,19/5/3001
9095,1,14,1505,19/5/3001
9096,1,21,1531,19/5/3001
9097,1,21,1691,19/5/3001
9098,1,19,1755,19/5/3001
9099,1,6,1882,19/5/3001
9100,1,18,1879,19/5/3001
9101,1,5,2000,20/5/3001
9102,1,17,1938,20/5/3001
9103,1,6,1852,20/5/3001
9104,1,2,1936,20/5/3001
9105,1,8,2000,20/5/3001
9106,1,13,2000,20/5/3001
9107,1,20,1712,20/5/3001
9108,1,20,1666,20/5/3001
9109,1,20,1598,20/5/3001
9110,1,5,2000,20/5/3001
9111,1,20,1545,20/5/3001
9112,1,10,2000,20/5/3001
9113,1,13,1976,20/5/3001
9114,1,17,1890,20/5/3001
9115,1,19,1773,20/5/3001
9116,1,5,2000,20/5/3001
9117,1,11,2000,20/5/3001
9118,1,4,1771,20/5/3001
9119,1,11,1972,20/5/3001
9120,1,11,2000,20/5/3001
9121,1,20,1794,20/5/3001
9122,1,8,1999,20/5/3001
9123,1,18,1794,20/5/3001
9124,1,4,1879,20/5/3001
9125,1,8,2000,20/5/3001
9126,1,10,1918,20/5/3001
9127,1,12,2000,20/5/3001
9128,1,13,2000,20/5/3001
9129,1,8,2000,20/5/3001
9130,1,20,1513,20/5/3001
9131,1,14,1719,20/5/3001
9132,1,11,2000,20/5/3001
9133,1,8,1964,20/5/3001
9134,1,12,1958,20/5/3001
9135,1,10,1967,20/5/3001
9136,1,5,1974,20/5/3001
9137,1,13,1898,20/5/3001
9138,1,15,1860,20/5/3001
9139,1,7,1912,20/5/3001
9140,1,8,1990,20/5/3001
9141,1,4,1766,20/5/3001
9142,1,21,1569,20/5/3001
9143,1,15,1499,20/5/3001
9144,1,19,1733,20/5/3001
9145,1,15,1828,20/5/3001
9146,1,11,1981,20/5/3001
9147,1,14,1315,20/5/3001
9148,1,18,1801,20/5/3001
9149,1,18,1799,20/5/3001
9150,1,11,2000,20/5/3001
9151,1,12,2000,20/5/3001
9152,1,15,1718,20/5/3001
9153,1,19,1899,20/5/3001
9154,1,20,1770,20/5/3001
9155,1,6,1769,20/5/3001
9156,1,14,1814,20/5/3001
9157,1,19,1834,20/5/3001
9158,1,15,1789,20/5/3001
9159,1,10,2000,20/5/3001
9160,1,5,2000,20/5/3001
9161,1,21,1785,20/5/3001
9162,1,11,1977,20/5/3001
9163,1,15,1681,20/5/3001
9164,1,18,1902,20/5/3001
9165,1,20,1681,20/5/3001
9166,1,4,1834,20/5/3001
9167,1,8,2000,20/5/3001
9168,1,10,1994,20/5/3001
9169,1,5,1992,20/5/3001
9170,1,17,1966,20/5/3001
9171,1,5,2000,20/5/3001
9172,1,21,1457,20/5/3001
9173,1,2,2000,20/5/3001
9174,1,19,1701,20/5/3001
9175,1,4,1903,20/5/3001
9176,1,13,1975,20/5/3001
9177,1,16,1877,20/5/3001
9178,1,14,1694,20/5/3001
9179,1,8,1997,20/5/3001
9180,1,20,1617,20/5/3001
9181,1,20,1907,20/5/3001
9182,1,8,2000,20/5/3001
9183,1,10,1994,20/5/3001
9184,1,21,1380,20/5/3001
9185,1,12,1971,20/5/3001
9186,1,6,1697,20/5/3001
9187,1,16,1941,20/5/3001
9188,1,8,1952,20/5/3001
9189,1,4,1798,20/5/3001
9190,1,14,1580,20/5/3001
9191,1,5,1961,20/5/3001
9192,1,16,1807,20/5/3001
9193,1,14,1839,20/5/3001
9194,1,6,1749,20/5/3001
9195,1,1,1910,20/5/3001
9196,1,5,2000,20/5/3001
9197,1,10,1992,20/5/3001
9198,1,10,1991,20/5/3001
9199,1,17,1937,20/5/3001
9200,1,14,1721,20/5/3001
9201,1,2,1944,21/5/3001
9202,1,17,1891,21/5/3001
9203,1,14,1412,21/5/3001
9204,1,5,2000,21/5/3001
9205,1,10,2000,21/5/3001
9206,1,15,1744,21/5/3001
9207,1,11,1989,21/5/3001
9208,1,11,1949,21/5/3001
9209,1,14,1550,21/5/3001
9210,1,6,1807,21/5/3001
9211,1,17,2000,21/5/3001
9212,1,7,1949,21/5/3001
9213,1,5,2000,21/5/3001
9214,1,8,1998,21/5/3001
9215,1,4,1718,21/5/3001
9216,1,10,1960,21/5/3001
9217,1,6,1786,21/5/3001
9218,1,16,1903,21/5/3001
9219,1,5,2000,21/5/3001
9220,1,2,1974,21/5/3001
9221,1,15,1850,21/5/3001
9222,1,1,1908,21/5/3001
9223,1,14,1368,21/5/3001
9224,1,8,2000,21/5/3001
9225,1,15,1813,21/5/3001
9226,1,21,1522,21/5/3001
9227,1,1,1943,21/5/3001
9228,1,8,1998,21/5/3001
9229,1,10,1907,21/5/3001
9230,1,11,2000,21/5/3001
9231,1,21,1535,21/5/3001
9232,1,20,1573,21/5/3001
9233,1,20,1740,21/5/3001
9234,1,17,1908,21/5/3001
9235,1,5,1989,21/5/3001
9236,1,8,1937,21/5/3001
9237,1,16,1904,21/5/3001
9238,1,10,1973,21/5/3001
9239,1,16,1806,21/5/3001
9240,1,11,1952,21/5/3001
9241,1,4,1698,21/5/3001
9242,1,20,1510,21/5/3001
9243,1,17,1917,21/5/3001
9244,1,11,2000,21/5/3001
9245,1,7,2000,21/5/3001
9246,1,5,2000,21/5/3001
9247,1,10,1913,21/5/3001
9248,1,12,1908,21/5/3001
9249,1,20,1762,21/5/3001
9250,1,10,1969,21/5/3001
9251,1,10,1990,21/5/3001
9252,1,4,1819,21/5/3001
9253,1,16,1936,21/5/3001
9254,1,18,1795,21/5/3001
9255,1,10,1970,21/5/3001
9256,1,19,1846,21/5/3001
9257,1,18,1822,21/5/3001
9258,1,19,1701,21/5/3001
9259,1,11,1991,21/5/3001
9260,1,5,1976,21/5/3001
9261,1,7,1987,21/5/3001
9262,1,4,1826,21/5/3001
9263,1,1,1789,21/5/3001
9264,1,6,1870,21/5/3001
9265,1,1,1903,21/5/3001
9266,1,7,1948,21/5/3001
9267,1,12,1919,21/5/3001
9268,1,5,1944,21/5/3001
9269,1,10,1992,21/5/3001
9270,1,7,1908,21/5/3001
9271,1,10,1973,21/5/3001
9272,1,13,1896,21/5/3001
9273,1,17,2000,21/5/3001
9274,1,18,1953,21/5/3001
9275,1,21,1439,21/5/3001
9276,1,5,1960,21/5/3001
9277,1,19,1765,21/5/3001
9278,1,20,1766,21/5/3001
9279,1,18,1923,21/5/3001
9280,1,2,1939,21/5/3001
9281,1,10,1927,21/5/3001
9282,1,12,1943,21/5/3001
9283,1,8,1929,21/5/3001
9284,1,4,1836,21/5/3001
9285,1,8,2000,21/5/3001
9286,1,17,1943,21/5/3001
9287,1,16,1945,21/5/3001
9288,1,19,1755,21/5/3001
9289,1,18,1946,21/5/3001
9290,1,7,1907,21/5/3001
9291,1,8,1960,21/5/3001
9292,1,6,1708,21/5/3001
9293,1,8,1934,21/5/3001
9294,1,4,1872,21/5/3001
9295,1,10,2000,21/5/3001
9296,1,2,1967,21/5/3001
9297,1,11,2000,21/5/3001
9298,1,7,1977,21/5/3001
9299,1,13,1977,21/5/3001
9300,1,13,1896,21/5/3001
9301,1,5,2000,22/5/3001
9302,1,16,1850,22/5/3001
9303,1,18,1974,22/5/3001
9304,1,15,1655,22/5/3001
9305,1,12,1920,22/5/3001
9306,1,18,1964,22/5/3001
9307,1,4,1860,22/5/3001
9308,1,5,2000,22/5/3001
9309,1,13,2000,22/5/3001
9310,1,21,1308,22/5/3001
9311,1,15,1867,22/5/3001
9312,1,11,1973,22/5/3001
9313,1,21,1782,22/5/3001
9314,1,8,1963,22/5/3001
9315,1,7,2000,22/5/3001
9316,1,5,2000,22/5/3001
9317,1,7,1985,22/5/3001
9318,1,13,1917,22/5/3001
9319,1,10,1928,22/5/3001
9320,1,5,2000,22/5/3001
9321,1,21,1725,22/5/3001
9322,1,7,1991,22/5/3001
9323,1,6,1688,22/5/3001
9324,1,5,1954,22/5/3001
9325,1,1,1804,22/5/3001
9326,1,8,2000,22/5/3001
9327,1,15,1792,22/5/3001
9328,1,13,1945,22/5/3001
9329,1,6,1760,22/5/3001
9330,1,13,1977,22/5/3001
9331,1,7,1941,22/5/3001
9332,1,7,1966,22/5/3001
9333,1,19,1909,22/5/3001
9334,1,11,1983,22/5/3001
9335,1,6,1871,22/5/3001
9336,1,7,1929,22/5/3001
9337,1,19,1856,22/5/3001
9338,1,14,1707,22/5/3001
9339,1,12,1890,22/5/3001
9340,1,4,1709,22/5/3001
9341,1,15,1673,22/5/3001
9342,1,8,1955,22/5/3001
9343,1,17,1892,22/5/3001
9344,1,8,1990,22/5/3001
9345,1,12,1937,22/5/3001
9346,1,19,1690,22/5/3001
9347,1,7,1897,22/5/3001
9348,1,14,1313,22/5/3001
9349,1,17,1954,22/5/3001
9350,1,19,1704,22/5/3001
9351,1,14,1235,22/5/3001
9352,1,2,1955,22/5/3001
9353,1,5,1982,22/5/3001
9354,1,14,1713,22/5/3001
9355,1,8,1991,22/5/3001
9356,1,8,1929,22/5/3001
9357,1,8,1970,22/5/3001
9358,1,11,2000,22/5/3001
9359,1,15,1572,22/5/3001
9360,1,13,2000,22/5/3001
9361,1,2,1961,22/5/3001
9362,1,19,1818,22/5/3001
9363,1,13,1895,22/5/3001
9364,1,17,1889,22/5/3001
9365,1,5,2000,22/5/3001
9366,1,16,1839,22/5/3001
9367,1,8,1925,22/5/3001
9368,1,8,1931,22/5/3001
9369,1,17,2000,22/5/3001
9370,1,2,1984,22/5/3001
9371,1,17,1958,22/5/3001
9372,1,8,2000,22/5/3001
9373,1,7,2000,22/5/3001
9374,1,2,1948,22/5/3001
9375,1,10,2000,22/5/3001
9376,1,18,1802,22/5/3001
9377,1,15,1510,22/5/3001
9378,1,16,1895,22/5/3001
9379,1,14,1419,22/5/3001
9380,1,2,1963,22/5/3001
9381,1,10,1920,22/5/3001
9382,1,8,1998,22/5/3001
9383,1,12,1901,22/5/3001
9384,1,10,1953,22/5/3001
9385,1,7,1917,22/5/3001
9386,1,7,1948,22/5/3001
9387,1,8,1967,22/5/3001
9388,1,10,1908,22/5/3001
9389,1,18,1863,22/5/3001
9390,1,11,2000,22/5/3001
9391,1,18,1914,22/5/3001
9392,1,2,1983,22/5/3001
9393,1,5,1999,22/5/3001
9394,1,15,1507,22/5/3001
9395,1,5,1969,22/5/3001
9396,1,16,1923,22/5/3001
9397,1,19,1779,22/5/3001
9398,1,5,1976,22/5/3001
9399,1,20,1628,22/5/3001
9400,1,6,1792,22/5/3001
9401,1,11,1977,23/5/3001
9402,1,17,2000,23/5/3001
9403,1,6,1871,23/5/3001
9404,1,17,1990,23/5/3001
9405,1,7,1960,23/5/3001
9406,1,7,1957,23/5/3001
9407,1,19,1692,23/5/3001
9408,1,11,2000,23/5/3001
9409,1,2,1983,23/5/3001
9410,1,17,1952,23/5/3001
9411,1,15,1699,23/5/3001
9412,1,14,1268,23/5/3001
9413,1,21,1261,23/5/3001
9414,1,5,1959,23/5/3001
9415,1,13,1996,23/5/3001
9416,1,17,1935,23/5/3001
9417,1,20,1791,23/5/3001
9418,1,15,1517,23/5/3001
9419,1,15,1745,23/5/3001
9420,1,21,1697,23/5/3001
9421,1,17,1959,23/5/3001
9422,1,10,1958,23/5/3001
9423,1,4,1786,23/5/3001
9424,1,11,1963,23/5/3001
9425,1,4,1906,23/5/3001
9426,1,4,1689,23/5/3001
9427,1,14,1444,23/5/3001
9428,1,1,1851,23/5/3001
9429,1,1,1863,23/5/3001
9430,1,16,1924,23/5/3001
9431,1,20,1550,23/5/3001
9432,1,10,2000,23/5/3001
9433,1,2,1981,23/5/3001
9434,1,13,1973,23/5/3001
9435,1,8,2000,23/5/3001
9436,1,8,1981,23/5/3001
9437,1,16,1796,23/5/3001
9438,1,18,1849,23/5/3001
9439,1,20,1532,23/5/3001
9440,1,7,1962,23/5/3001
9441,1,15,1599,23/5/3001
9442,1,4,1865,23/5/3001
9443,1,12,1921,23/5/3001
9444,1,4,1745,23/5/3001
9445,1,20,1690,23/5/3001
9446,1,13,2000,23/5/3001
9447,1,14,1812,23/5/3001
9448,1,20,1695,23/5/3001
9449,1,8,2000,23/5/3001
9450,1,1,1870,23/5/3001
9451,1,15,1746,23/5/3001
9452,1,18,1911,23/5/3001
9453,1,11,2000,23/5/3001
9454,1,1,1877,23/5/3001
9455,1,10,1981,23/5/3001
9456,1,18,1833,23/5/3001
9457,1,8,2000,23/5/3001
9458,1,5,2000,23/5/3001
9459,1,15,1498,23/5/3001
9460,1,4,1706,23/5/3001
9461,1,18,1960,23/5/3001
9462,1,5,1968,23/5/3001
9463,1,8,1955,23/5/3001
9464,1,10,1913,23/5/3001
9465,1,8,1979,23/5/3001
9466,1,8,1950,23/5/3001
9467,1,12,1939,23/5/3001
9468,1,15,1526,23/5/3001
9469,1,5,2000,23/5/3001
9470,1,15,1545,23/5/3001
9471,1,12,1919,23/5/3001
9472,1,6,1829,23/5/3001
9473,1,5,2000,23/5/3001
9474,1,17,1950,23/5/3001
9475,1,8,1980,23/5/3001
9476,1,5,1966,23/5/3001
9477,1,12,1929,23/5/3001
9478,1,4,1890,23/5/3001
9479,1,11,1989,23/5/3001
9480,1,20,1704,23/5/3001
9481,1,10,1964,23/5/3001
9482,1,18,1927,23/5/3001
9483,1,2,1934,23/5/3001
9484,1,15,1737,23/5/3001
9485,1,4,1789,23/5/3001
9486,1,10,1986,23/5/3001
9487,1,8,2000,23/5/3001
9488,1,12,1958,23/5/3001
9489,1,19,1708,23/5/3001
9490,1,8,1986,23/5/3001
9491,1,2,1981,23/5/3001
9492,1,13,2000,23/5/3001
9493,1,6,1748,23/5/3001
9494,1,11,1985,23/5/3001
9495,1,20,1783,23/5/3001
9496,1,11,2000,23/5/3001
9497,1,4,1799,23/5/3001
9498,1,5,2000,23/5/3001
9499,1,21,1614,23/5/3001
9500,1,11,1970,23/5/3001
9501,1,11,1986,24/5/3001
9502,1,5,1982,24/5/3001
9503,1,2,1929,24/5/3001
9504,1,17,2000,24/5/3001
9505,1,13,1991,24/5/3001
9506,1,11,1943,24/5/3001
9507,1,8,2000,24/5/3001
9508,1,5,2000,24/5/3001
9509,1,15,1757,24/5/3001
9510,1,10,1955,24/5/3001
9511,1,21,1603,24/5/3001
9512,1,7,1934,24/5/3001
9513,1,14,1288,24/5/3001
9514,1,14,1528,24/5/3001
9515,1,14,1861,24/5/3001
9516,1,20,1813,24/5/3001
9517,1,20,1654,24/5/3001
9518,1,15,1504,24/5/3001
9519,1,8,1988,24/5/3001
9520,1,1,1843,24/5/3001
9521,1,12,1964,24/5/3001
9522,1,15,1732,24/5/3001
9523,1,10,1929,24/5/3001
9524,1,19,1864,24/5/3001
9525,1,1,1860,24/5/3001
9526,1,11,1959,24/5/3001
9527,1,6,1763,24/5/3001
9528,1,1,1968,24/5/3001
9529,1,18,1978,24/5/3001
9530,1,16,1993,24/5/3001
9531,1,4,1762,24/5/3001
9532,1,10,1957,24/5/3001
9533,1,19,1720,24/5/3001
9534,1,8,2000,24/5/3001
9535,1,14,1537,24/5/3001
9536,1,8,1982,24/5/3001
9537,1,4,1805,24/5/3001
9538,1,1,1824,24/5/3001
9539,1,10,2000,24/5/3001
9540,1,12,1914,24/5/3001
9541,1,10,1999,24/5/3001
9542,1,2,1969,24/5/3001
9543,1,2,1924,24/5/3001
9544,1,12,1999,24/5/3001
9545,1,8,1989,24/5/3001
9546,1,16,1977,24/5/3001
9547,1,2,2000,24/5/3001
9548,1,10,1990,24/5/3001
9549,1,11,1999,24/5/3001
9550,1,10,2000,24/5/3001
9551,1,11,2000,24/5/3001
9552,1,5,1998,24/5/3001
9553,1,5,1951,24/5/3001
9554,1,16,1848,24/5/3001
9555,1,4,1903,24/5/3001
9556,1,7,2000,24/5/3001
9557,1,4,1800,24/5/3001
9558,1,5,2000,24/5/3001
9559,1,5,1986,24/5/3001
9560,1,19,1798,24/5/3001
9561,1,12,2000,24/5/3001
9562,1,14,1376,24/5/3001
9563,1,8,1975,24/5/3001
9564,1,11,2000,24/5/3001
9565,1,4,1798,24/5/3001
9566,1,8,1976,24/5/3001
9567,1,2,2000,24/5/3001
9568,1,5,2000,24/5/3001
9569,1,10,1934,24/5/3001
9570,1,18,1959,24/5/3001
9571,1,18,1862,24/5/3001
9572,1,10,1967,24/5/3001
9573,1,10,1955,24/5/3001
9574,1,6,1795,24/5/3001
9575,1,10,1974,24/5/3001
9576,1,6,1864,24/5/3001
9577,1,6,1695,24/5/3001
9578,1,5,2000,24/5/3001
9579,1,5,2000,24/5/3001
9580,1,12,1942,24/5/3001
9581,1,10,1932,24/5/3001
9582,1,11,2000,24/5/3001
9583,1,14,1883,24/5/3001
9584,1,2,1962,24/5/3001
9585,1,5,1953,24/5/3001
9586,1,6,1744,24/5/3001
9587,1,16,1897,24/5/3001
9588,1,11,1963,24/5/3001
9589,1,7,1895,24/5/3001
9590,1,15,1611,24/5/3001
9591,1,1,1993,24/5/3001
9592,1,14,1703,24/5/3001
9593,1,15,1622,24/5/3001
9594,1,8,1955,24/5/3001
9595,1,14,1279,24/5/3001
9596,1,11,2000,24/5/3001
9597,1,18,1836,24/5/3001
9598,1,8,2000,24/5/3001
9599,1,14,1829,24/5/3001
9600,1,7,1925,24/5/3001
9601,1,20,1572,25/5/3001
9602,1,8,1991,25/5/3001
9603,1,6,1702,25/5/3001
9604,1,17,1937,25/5/3001
9605,1,7,1957,25/5/3001
9606,1,8,1981,25/5/3001
9607,1,20,1752,25/5/3001
9608,1,19,1730,25/5/3001
9609,1,20,1635,25/5/3001
9610,1,15,1589,25/5/3001
9611,1,8,1963,25/5/3001
9612,1,8,1951,25/5/3001
9613,1,11,2000,25/5/3001
9614,1,20,1567,25/5/3001
9615,1,12,1960,25/5/3001
9616,1,4,1726,25/5/3001
9617,1,5,2000,25/5/3001
9618,1,2,1918,25/5/3001
9619,1,1,1849,25/5/3001
9620,1,10,1911,25/5/3001
9621,1,10,1907,25/5/3001
9622,1,16,1925,25/5/3001
9623,1,4,1753,25/5/3001
9624,1,5,2000,25/5/3001
9625,1,1,1935,25/5/3001
9626,1,4,1727,25/5/3001
9627,1,1,1849,25/5/3001
9628,1,13,1964,25/5/3001
9629,1,19,1731,25/5/3001
9630,1,13,1904,25/5/3001
9631,1,19,1853,25/5/3001
9632,1,8,1939,25/5/3001
9633,1,13,1920,25/5/3001
9634,1,13,1901,25/5/3001
9635,1,20,1643,25/5/3001
9636,1,11,2000,25/5/3001
9637,1,4,1703,25/5/3001
9638,1,13,1930,25/5/3001
9639,1,19,1892,25/5/3001
9640,1,10,1913,25/5/3001
9641,1,8,2000,25/5/3001
9642,1,10,1943,25/5/3001
9643,1,17,2000,25/5/3001
9644,1,14,1659,25/5/3001
9645,1,10,1939,25/5/3001
9646,1,8,1948,25/5/3001
9647,1,17,1946,25/5/3001
9648,1,6,1784,25/5/3001
9649,1,1,1971,25/5/3001
9650,1,4,1826,25/5/3001
9651,1,11,1960,25/5/3001
9652,1,16,1887,25/5/3001
9653,1,20,1908,25/5/3001
9654,1,8,1995,25/5/3001
9655,1,7,1977,25/5/3001
9656,1,11,1952,25/5/3001
9657,1,21,1681,25/5/3001
9658,1,18,1954,25/5/3001
9659,1,11,2000,25/5/3001
9660,1,5,1971,25/5/3001
9661,1,8,1944,25/5/3001
9662,1,17,1984,25/5/3001
9663,1,18,1793,25/5/3001
9664,1,4,1698,25/5/3001
9665,1,12,1938,25/5/3001
9666,1,6,1790,25/5/3001
9667,1,5,2000,25/5/3001
9668,1,12,1990,25/5/3001
9669,1,15,1783,25/5/3001
9670,1,6,1871,25/5/3001
9671,1,8,1986,25/5/3001
9672,1,5,2000,25/5/3001
9673,1,19,1862,25/5/3001
9674,1,7,1979,25/5/3001
9675,1,2,1983,25/5/3001
9676,1,13,1996,25/5/3001
9677,1,5,2000,25/5/3001
9678,1,11,2000,25/5/3001
9679,1,4,1843,25/5/3001
9680,1,8,1937,25/5/3001
9681,1,12,1930,25/5/3001
9682,1,12,2000,25/5/3001
9683,1,10,2000,25/5/3001
9684,1,15,1683,25/5/3001
9685,1,7,1998,25/5/3001
9686,1,18,1929,25/5/3001
9687,1,15,1581,25/5/3001
9688,1,14,1502,25/5/3001
9689,1,5,2000,25/5/3001
9690,1,17,1992,25/5/3001
9691,1,14,1218,25/5/3001
9692,1,13,2000,25/5/3001
9693,1,16,1958,25/5/3001
9694,1,6,1818,25/5/3001
9695,1,16,1899,25/5/3001
9696,1,5,1967,25/5/3001
9697,1,6,1723,25/5/3001
9698,1,11,1977,25/5/3001
9699,1,6,1817,25/5/3001
9700,1,10,1920,25/5/3001
9701,1,11,1984,26/5/3001
9702,1,10,2000,26/5/3001
9703,1,18,1844,26/5/3001
9704,1,5,1958,26/5/3001
9705,1,17,2000,26/5/3001
9706,1,8,1960,26/5/3001
9707,1,7,2000,26/5/3001
9708,1,5,1971,26/5/3001
9709,1,5,2000,26/5/3001
9710,1,16,1813,26/5/3001
9711,1,21,1695,26/5/3001
9712,1,5,1989,26/5/3001
9713,1,7,2000,26/5/3001
9714,1,4,1711,26/5/3001
9715,1,8,1982,26/5/3001
9716,1,21,1868,26/5/3001
9717,1,8,1924,26/5/3001
9718,1,10,1938,26/5/3001
9719,1,2,1964,26/5/3001
9720,1,12,2000,26/5/3001
9721,1,8,1986,26/5/3001
9722,1,8,1958,26/5/3001
9723,1,20,1782,26/5/3001
9724,1,8,1992,26/5/3001
9725,1,18,1849,26/5/3001
9726,1,14,1754,26/5/3001
9727,1,19,1747,26/5/3001
9728,1,6,1771,26/5/3001
9729,1,5,1963,26/5/3001
9730,1,8,1946,26/5/3001
9731,1,21,1338,26/5/3001
9732,1,5,2000,26/5/3001
9733,1,12,1942,26/5/3001
9734,1,11,1981,26/5/3001
9735,1,10,2000,26/5/3001
9736,1,2,2000,26/5/3001
9737,1,7,1943,26/5/3001
9738,1,8,1929,26/5/3001
9739,1,19,1751,26/5/3001
9740,1,16,1839,26/5/3001
9741,1,16,1813,26/5/3001
9742,1,8,1974,26/5/3001
9743,1,20,1872,26/5/3001
9744,1,8,2000,26/5/3001
9745,1,5,1998,26/5/3001
9746,1,11,2000,26/5/3001
9747,1,14,1555,26/5/3001
9748,1,10,1965,26/5/3001
9749,1,10,1908,26/5/3001
9750,1,10,1958,26/5/3001
9751,1,11,2000,26/5/3001
9752,1,21,1843,26/5/3001
9753,1,17,1952,26/5/3001
9754,1,2,1988,26/5/3001
9755,1,15,1610,26/5/3001
9756,1,10,1917,26/5/3001
9757,1,8,1963,26/5/3001
9758,1,2,1923,26/5/3001
9759,1,11,1991,26/5/3001
