CustomerID,Gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,ChurnProbability,ChurnPredicted,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_Tenure_12-24,TenureGroup_Tenure_24-48,TenureGroup_Tenure_48-60,TenureGroup_Tenure_gt_60,Subset_Train,Tenure,MonthlyCharges,TotalCharges
7375-WMVMT,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.5680864128776455,1.022477799896521,1.9488030906325577
2863-IMQDR,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1.161080851160434,0.8276380222448199,1.332234622523916
1907-YLNYW,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.9960486259407874,0.06326658684199117,-0.7530625876827017
3963-RYFNS,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1.6087869690493668,1.7202373455038962,2.5247872493347856
5006-MXVRN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.26566861538256853,-1.4688068784534387,-0.6721805500878428
2360-RDGRO,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1.3238830758473186,1.31390481775163,1.995449695034499
2227-JRSJX,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.4669413957084123,1.144044498773224,-0.14577494209448355
1374-DMZUI,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.158850850627672,0.9825106660192489,-0.8212027834324179
5995-OIGLP,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.8332464012539027,-0.27145815938016266,-0.7196207640164709
3262-EIDHV,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,0.6627735950010724,1.5902458975335174
9142-XMYJH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,-0.14133694633464308,-1.5137699040653698,-0.7430983791809639
3689-MOZGR,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.14133694633464308,-1.119094457027308,-0.5999841278683926
6402-ZFPPI,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,-0.3041391710215277,1.2656111976499262,0.16452638284016705
0057-QBUQH,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.42847084006945313,-1.3222607209034412,-0.5365174104425003
8819-ZBYNA,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1.0389791826452706,1.4754386505056045,1.8105827647345567
4369-NYSCF,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.9575780703018282,0.36468538816641805,0.8807369359661876
9408-SSNVZ,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.158850850627672,0.1781720967391485,-0.890026365163448
4452-QIIEB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.0367491821125085,-0.6961089568261786,-0.885595378639445
7691-XVTZH,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1.445984744362482,0.8376298057141378,1.6256937897255408
9947-OTFQU,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.7111447327387392,0.3197223625544871,-0.5346876995893052
4656-CAURT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1.4866853005342033,-1.3605625575358269,-0.25304449645168814
6537-QLGEX,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.6704441765670182,-0.8626386813148123,-0.7154102245832143
4001-TSBTV,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1.0389791826452706,0.8909193175505004,1.4217140966578847
0415-MOSGF,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-0.6794559843773151,-0.9887646171087663
6599-SFQVE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0774497382842296,-0.3264129684614117,-0.8582599393868898
4548-SDBKE,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.118150294455951,0.6794265674499358,-0.7990037613942541
2070-XYMFH,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,-0.38554028336497004,0.4845867897982341,-0.1991672274732648
7711-YIJWC,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.161080851160434,0.6694347839806178,1.312747099701933
3926-YZVVX,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.3470697277260108,-0.49127739570515916,-0.11374397980902982
2369-FEVNO,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.4954516343716202,-0.9995665245553405
3916-NRPAP,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.199551406799393,0.6960795398987991,-0.8951407376687648
1379-FRVEB,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.7111447327387392,0.8726010478567507,-0.3778395945232324
9494-BDNNC,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1.3645836320190399,1.0158166109169757,1.7575652394100447
3096-IZETN,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.8332464012539027,0.4429543586760757,-0.590681260638894
9847-HNVGP,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,-0.629743620395297,-1.4937863371267337,-0.8713985859953761
5149-CUZUJ,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.18203750250636422,0.9358823431624317,0.21220908856861617
8229-BUJHX,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1.5680864128776455,-1.475468067432984,-0.346580197055391
6655-LHBYW,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0.7133747332715012,1.6502948612186699,1.5449219756760553
3724-UCSHY,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.0774497382842296,-1.5071087150858247,-0.9541544238615794
8064-RAVOH,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,-0.49793858468470437,-0.9863617438196305
7639-SUPCW,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.4262408395366912,-0.5329098268273176,-0.5433733149647139
6285-FTQBF,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,-1.3072730456994641,-0.1848822559928972
2876-GZYZC,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.7925458450821816,0.7044060261232308,-0.47236730703529417
8266-VBFQL,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.158850850627672,0.8526174809181148,-0.8510954089376315
3327-YBAKM,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1.2831825196755975,1.0691061227533387,1.7756198561421763
4220-TINQT,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1.161080851160434,1.383847302036856,1.9682906134545408
0847-HGRML,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1.201781407332155,-1.4921210398818474,-0.4571785024828664
3274-NSDWE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.445984744362482,-1.5054434178409382,-0.3727252220179156
8160-HOWOX,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0367491821125085,0.0682624785766499,-0.8063666942251844
3750-RNQKR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.8332464012539027,-1.510439309575597,-0.8997701265744394
2186-QZEYA,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.14133694633464308,-0.2081768640744819,-0.250465265489955
9755-JHNMN,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.6726741770997801,0.08658074827039998,0.4496306053025028
5494-WOZRZ,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.5680864128776455,0.5728475437772101,1.6369586360626827
6185-TASNN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,-0.6161746890716344,-0.9879269181639299
6546-OPBBH,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0.7540752894432224,-1.3605625575358269,-0.4720586811082493
6166-YIPFO,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1.6087869690493668,-0.003345302953462307,1.0841655113069777
6114-TCFID,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.14133694633464308,-0.8426551143761761,-0.5309621437556907
9891-NQDBD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,-0.18203750250636422,-1.3072730456994641,-0.7119712499675703
4223-BKEOR,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-0.4669413957084123,0.0016505887811964195,-0.4189529769474384
4124-MMETB,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.4262408395366912,0.9941677467334535,-0.08045646910632138
1891-UAWWU,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.5076419518801335,0.8659398588772053,-0.14815577067454486
5777-KJIRB,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.30636917155428967,-0.48461620672561373,-0.11616889780724036
9139-WQQDY,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.6726741770997801,1.1873422271402685,1.1704705473341983
9036-CSKBW,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.7540752894432224,1.4204838414243557,1.4963354368755455
3990-QYKBE,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.1842675030391262,0.9225599652033408,0.523061531230133
8375-DKEBR,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,0.1598538270453984,-0.9776540837351472
2654-VBVPB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-1.2809525191428355,-1.4954516343716202,-0.9995665245553405
4750-UKWJK,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.1842675030391262,-1.5054434178409382,-0.6874575334765692
7402-EYFXX,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.2634386148498065,0.95919650459084,0.051613382959854424
3721-CNEYS,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,0.2048168526573298,-0.9475189664301126
5380-XPJNZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.22496805921084734,-1.4904557426369613,-0.7093258848786134
5172-RKOCB,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,1.4704427587709457,2.463701360488954
8999-BOHSE,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.8739469574256239,0.829303319489706,-0.5464154848170143
4521-WFJAI,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.9575780703018282,-1.2939506677403734,-0.37166707598233284
3427-GGZZI,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.5483425080518547,0.8093197525510698,-0.2937390294034759
3865-YIOTT,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1.6087869690493668,1.3755208158124244,2.4520176646793943
3198-VELRD,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.199551406799393,0.6644388922459586,-0.8915694947986729
6184-DYUOB,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.199551406799393,-1.5054434178409382,-0.9839809152395691
5622-UEJFI,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.10286639069568387,-1.3122689374341232,-0.5895790251851619
8532-UEFWH,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0.7947758456149435,-1.3006118567199187,-0.41496288460492836
9278-VZKCD,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0.7947758456149435,1.4754386505056045,1.4818079735953569
3714-JTVOV,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.387770283897732,0.31139587633005544,0.4154833509458835
9308-ANMVE,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5912730647563378,-0.3164211849920938,0.16181488362398633
5201-USSQZ,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.2634386148498065,0.7027407288783446,-0.03993829382713087
0654-HMSHN,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.4669413957084123,1.3189007094862892,-0.056912719814604655
6008-NAIXK,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.8761769579583859,-0.3114252932574346,0.2997706730130913
2832-SCUCO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,-1.4954516343716202,-0.9830329927493595
5095-AESKG,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.199551406799393,0.8892540203056141,-0.9012250773733658
5349-IECLD,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,1.0041595302027715,-0.9298170650431755
7471-MQPOS,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.5680864128776455,0.269763445207897,1.2577014611425537
4918-FYJNT,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0.916877514130107,0.8542827781630011,1.2158826480279594
4192-GORJT,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.118150294455951,0.987506557753908,-0.7887309269654713
6952-OMNWB,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1.445984744362482,0.5178927346959609,1.455949529850803
7422-WNBTY,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.021465278352241563,0.9508700183664084,0.35490449040876926
9585-KKMFD,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.3470697277260108,-1.4921210398818474,-0.6204416178896598
9646-NMHXE,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.5912730647563378,-1.5037781205960519,-0.5793061907563791
2937-FTHUR,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.5890430642235758,-1.4708463689822633e-05,-0.49394907721936804
1641-RQDAY,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.019235277819479597,1.1856769298953822,0.41030284431334285
4488-PSYCG,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,-0.6704441765670182,-1.4837945536574157,-0.863969519037222
0670-ANMUU,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1.5680864128776455,1.0940855814266337,1.9402938329297463
2251-PYLPB,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,0.49124797877777954,1.5536516804696128
6439-GTPCA,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5098719524128954,0.7477037544902755,0.7295322764232232
0420-BWTPW,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.9960486259407874,-1.3089383429443504,-0.9134598909097917
9844-FELAJ,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1.5273858567059244,1.4354715166283327,2.287718447946093
7978-DKUQH,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.3041391710215277,0.3263835515340321,-0.2157228039883204
7641-EUYET,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5505725085846166,1.1956687133647002,0.9938483382281722
1221-GHZEP,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.201781407332155,0.009977075005628104,0.6876693738904794
4056-QHXHZ,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1.6087869690493668,1.4204838414243557,2.3321826261496446
5686-CMAWK,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.629743620395297,0.7310507820414122,-0.38656929931679035
4801-KFYKL,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.9960486259407874,-1.510439309575597,-0.93814996507339
8849-GYOKR,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.8761769579583859,1.3905084910164014,1.5326651174305546
7248-VZQLC,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.5912730647563378,0.6794265674499358,0.7417230005414999
3566-HJGPK,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-0.6411541477449295,-0.9882575888000494
6860-YRJZP,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.9553480697690663,0.3080652818402825,-0.7092156613332401
9701-CDXHR,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.7540752894432224,0.14486615184142176,0.6007470860091688
7317-GGVPB,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.5680864128776455,1.4587856780567412,2.382532741676125
6141-OOXUQ,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.5037781205960519,-0.9996767481007137
1078-TDCRN,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.199551406799393,-1.134082132231285,-0.9718122358303672
4673-KKSLS,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.059935833991200754,0.7593608352044796,0.1927656551647826
7817-BOQPW,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,0.35802419918687256,-0.9350196163847908
6692-YQHXC,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.6704441765670182,0.17151090775960307,-0.4768423829774464
6859-QNXIQ,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1.6087869690493668,1.6086624300965113,2.6283753372765246
2995-UPRYS,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.30636917155428967,1.1457097960181102,0.7826600252931086
9110-HSGTV,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.4866853005342033,0.5878352189811873,1.4409591276800469
8224-KDLKN,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1.6087869690493668,-1.3255913153932137,-0.24166942656917315
4140-MUHUG,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.199551406799393,0.7343813765311846,-0.910924749366208
4704-ERYFC,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.4262408395366912,0.14819674633119426,-0.32319076072719666
6140-QNRQQ,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,0.22480041959596564,-0.976794340081236
0134-XWXCE,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.4691713962411743,0.33471003775846375,0.4325239110605813
8361-LTMKD,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.158850850627672,0.3197223625544871,-0.8731621627213474
7014-ZZXAW,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.5680864128776455,-1.350570774066509,-0.24429274694905548
3030-ZKIWL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.4904557426369613,-0.9995003904281166
